Date,Return
2015-01-02,0.001473309833734282
2015-01-03,-0.07126677453126462
2015-01-04,-0.06243861665447692
2015-01-05,0.032844828609296384
2015-01-06,0.023336973070719358
2015-01-07,0.024822175420493142
2015-01-08,-0.024383597478404573
2015-01-09,0.016649942679313634
2015-01-10,-0.04061534187588989
2015-01-11,-0.02511066398390338
2015-01-12,0.015440967171691522
2015-01-13,-0.14320090820661435
2015-01-14,-0.20402808436179898
2015-01-15,0.2213849212991108
2015-01-16,-0.008947014711388812
2015-01-17,-0.028107481152136016
2015-01-18,0.04395692461808154
2015-01-19,0.019941126198841586
2015-01-20,-0.01765876250384124
2015-01-21,0.06698470018137437
2015-01-22,0.01709033215012501
2015-01-23,-0.0030198845812573483
2015-01-24,0.05509755782400827
2015-01-25,0.012669245647969118
2015-01-26,0.052737375861392044
2015-01-27,-0.01584480300728841
2015-01-28,-0.08353059138607621
2015-01-29,-0.010617374550508374
2015-01-30,-0.004009403293224745
2015-01-31,-0.04599723947550016
2015-02-01,0.024822662578371624
2015-02-02,0.0469352626481101
2015-02-03,-0.04002747085852176
2015-02-04,-0.002263083011120215
2015-02-05,-0.03526037465831322
2015-02-06,0.019914939761707995
2015-02-07,0.01693577323286677
2015-02-08,-0.014089950808151896
2015-02-09,-0.011240309316528863
2015-02-10,-0.0033136983923378605
2015-02-11,-0.004831734814173427
2015-02-12,0.011167132264449764
2015-02-13,0.05268702031450845
2015-02-14,0.07611466316636317
2015-02-15,-0.07847200742344584
2015-02-16,0.008779525871307925
2015-02-17,0.022496398278568863
2015-02-18,-0.025889102119145857
2015-02-19,0.022341413099535856
2015-02-20,0.0077439936548096
2015-02-21,-0.0003598887616557134
2015-02-22,-0.02841127613436434
2015-02-23,0.010681750582808736
2015-02-24,1.3573116423470921e-05
2015-02-25,-0.004651543320182583
2015-02-26,-0.0022169782375455194
2015-02-27,0.05741136683318593
2015-02-28,0.0018621533120291023
2015-03-01,0.012217586396914282
2015-03-02,0.048414824512331034
2015-03-03,0.019892080657079703
2015-03-04,-0.025352742124221894
2015-03-05,0.009594817129905842
2015-03-06,-0.011856434065421917
2015-03-07,0.006897563839154852
2015-03-08,-0.0012222181804955046
2015-03-09,0.04540962829252804
2015-03-10,0.002987076610441841
2015-03-11,0.010712106451077563
2015-03-12,-0.004776761959453535
2015-03-13,-0.017860487291990634
2015-03-14,-0.015626196859440777
2015-03-15,0.009318181818181559
2015-03-16,0.015434648719716337
2015-03-17,-0.014668473231822299
2015-03-18,-0.07964478189050173
2015-03-19,0.015554354039009954
2015-03-20,0.004315921331105699
2015-03-21,-0.006325922530369121
2015-03-22,0.027291979515613685
2015-03-23,-0.008312923705257491
2015-03-24,-0.05610806565295501
2015-03-25,-0.0009254108323832888
2015-03-26,0.0063383582472023026
2015-03-27,-0.0031582415376124606
2015-03-28,0.01556571336110979
2015-03-29,-0.03155305134513142
2015-03-30,0.013857297821797898
2015-03-31,-0.008676564539232934
2015-04-01,0.009408516491604901
2015-04-02,0.005073031964763608
2015-04-03,0.0018606492478228098
2015-04-04,-0.001562008802263315
2015-04-05,0.006672861718533651
2015-04-06,7.203830296820257e-05
2015-04-07,-0.0030599423624597666
2015-04-08,-0.008294708028895648
2015-04-09,-0.003100664170655465
2015-04-10,-0.003659596935568721
2015-04-11,0.0014910748519576522
2015-04-12,-0.0005328146143436241
2015-04-13,-0.01254354542468017
2015-04-14,-0.017795080633080107
2015-04-15,0.01985086301092953
2015-04-16,0.018925716743457777
2015-04-17,-0.019848299604453556
2015-04-18,0.002902196864189577
2015-04-19,-0.0012558764271320966
2015-04-20,0.004269184354809941
2015-04-21,0.03626027552666944
2015-04-22,-0.0004898597946226824
2015-04-23,0.00625473189322312
2015-04-24,-0.01626494740980733
2015-04-25,-0.00428404517720371
2015-04-26,-0.006579994693552527
2015-04-27,0.015433136217449794
2015-04-28,-0.00015034107758593596
2015-04-29,-0.0024600969162379416
2015-04-30,0.003884616087426851
2015-05-01,-0.007842390067128835
2015-05-02,0.007763389220015959
2015-05-03,0.016794850004249406
2015-05-04,-0.003161642391272368
2015-05-05,-0.011064107401920764
2015-05-06,-0.020895950343326586
2015-05-07,0.02804182764183749
2015-05-08,0.021731125256953865
2015-05-09,-0.008160334782965517
2015-05-10,-0.005070422535211061
2015-05-11,0.006360142274889569
2015-05-12,-0.00038128614233801095
2015-05-13,-0.017401020067669637
2015-05-14,0.0021401408176937586
2015-05-15,0.001225746437078401
2015-05-16,-0.0008178752107925735
2015-05-17,0.00020735220150602807
2015-05-18,-0.01316972185886145
2015-05-19,-0.007601255263524842
2015-05-20,0.0021641153476930075
2015-05-21,-0.00016252255387971815
2015-05-22,0.004910969997031334
2015-05-23,-0.0014872904272580367
2015-05-24,0.004262495622876061
2015-05-25,-0.011851605942401866
2015-05-26,-0.006856885413798808
2015-05-27,-0.0011740556162309623
2015-05-28,0.00016453605528421456
2015-05-29,-3.390636474343012e-05
2015-05-30,-0.0032147829388686766
2015-05-31,-0.0028985507246376274
2015-06-01,-0.00609306996476322
2015-06-02,0.0035409018647720725
2015-06-03,-0.0022821186881110123
2015-06-04,-0.00332652526359023
2015-06-05,-0.0014656069830136786
2015-06-06,-0.0006103244706822109
2015-06-07,-0.001412743614843781
2015-06-08,0.00717552796890053
2015-06-09,0.00219323945061789
2015-06-10,0.0034160040686113113
2015-06-11,-0.00109406305909876
2015-06-12,0.0004983252400403426
2015-06-13,0.0021912696346437777
2015-06-14,0.0013657088781831028
2015-06-15,0.005683831262949024
2015-06-16,0.011720692023190482
2015-06-17,-0.00010324765281732873
2015-06-18,0.0075270894308319125
2015-06-19,-0.0052042155467738604
2015-06-20,0.000870437881456354
2015-06-21,-0.0008980324924481309
2015-06-22,-0.0029868624343400985
2015-06-23,-0.007879948545823079
2015-06-24,-0.00342276955912868
2015-06-25,0.001263106574932893
2015-06-26,0.0006417406785816926
2015-06-27,0.006404610002058053
2015-06-28,-0.0051790050567005474
2015-06-29,0.027856327262982594
2015-06-30,0.023341077933901166
2015-07-01,-0.005963208317279922
2015-07-02,-0.002716555002731047
2015-07-03,0.0004080351537978366
2015-07-04,0.004032889584964616
2015-07-05,0.007361350988293935
2015-07-06,-0.0026211099618218547
2015-07-07,-0.005613473011243375
2015-07-08,0.006555151939301673
2015-07-09,0.001703565972055232
2015-07-10,0.045789215652517035
2015-07-11,0.025024680911078123
2015-07-12,0.05377093537007238
2015-07-13,-0.055231644196498286
2015-07-14,-0.01003685213714367
2015-07-15,-0.010747656651890147
2015-07-16,-0.0206652884902514
2015-07-17,0.00880596778398779
2015-07-18,-0.01693190758887042
2015-07-19,-0.0026984126984129775
2015-07-20,0.012644186903766563
2015-07-21,-0.008084292899104395
2015-07-22,0.003962684589308152
