,StockV9j,CryptoV3,CryptoV2,HybridV3_Best
2022-03-09,8.91269852713001,2701.581332565937,2170.760248171913,32.20282770361525
2022-03-10,9.238929617171864,2710.013778873591,2177.535842531722,33.16590552686833
2022-03-11,9.130949879370364,2690.9680811787175,2162.2323449259466,32.809187720618134
2022-03-14,8.728543861939775,2650.4051066987963,2129.639399643417,31.553540978975004
2022-03-15,8.710531087649528,2600.8281378900033,2089.8035776314364,31.383403760998434
2022-03-16,8.567531664650069,2617.1114824840934,2102.887483981412,31.010527861666105
2022-03-17,9.027229823051222,2629.9055389508785,2113.1676961135363,32.371964464649565
2022-03-18,9.111027919943682,2606.789005107483,2094.593221920267,32.555457722196486
2022-03-21,9.536347274336888,2626.7070248341824,2110.5976430805053,33.82100621859643
2022-03-22,9.427420837107048,2607.6613271393094,2095.29414547473,33.462911132934444
2022-03-23,9.599151652201225,2643.2811434388814,2123.9151906153024,34.04198057253073
2022-03-24,9.657723140920725,2662.4722281390596,2139.3355088134886,34.25758389404235
2022-03-25,9.840901428416732,2651.5682027412313,2130.573964382701,34.749335432635114
2022-03-28,9.53008373991154,2603.2997169801783,2091.789527702415,33.7447958705915
2022-03-29,9.414607270776264,2604.4628130226133,2092.7240924416988,33.42070134221673
2022-03-30,9.481350341620228,2625.3985417864437,2109.546257748811,33.66397494724407
2022-03-31,9.496662968058128,2626.416250823574,2110.3640018956844,33.7100794000765
2022-04-01,9.495658613265997,2609.6967452135705,2096.929633768477,33.66430828751167
2022-04-04,9.484559916919862,2622.3454146750514,2107.0930253081906,33.66546314032994
2022-04-05,9.451491286965206,2605.9166830756567,2093.892298365804,33.52937925777805
2022-04-06,9.497770591871564,2612.0229372984404,2098.798763247045,33.67643415213459
2022-04-07,9.539560069532875,2621.9092536591384,2106.742563530959,33.82046574757968
2022-04-08,9.613166459795858,2638.3379852585326,2119.9432904733453,34.07161370900569
2022-04-11,9.555029207821509,2651.4228157359266,2130.4571437902905,33.940566242549416
2022-04-12,9.604836608309025,2671.77699647854,2146.8120267277604,34.134213866552564
2022-04-13,9.647743543411702,2684.571052945325,2157.092238859884,34.288892930260474
2022-04-14,9.659989723393155,2675.7024456217578,2149.9661827228433,34.301057098524225
2022-04-18,9.688724839383953,2683.989504924107,2156.624956490242,34.40393121137013
2022-04-19,9.656218849981341,2643.4265304441856,2124.032011207712,34.20760124277873
2022-04-20,9.668262200191187,2656.3659739162754,2134.4290439322467,34.275221448973014
2022-04-21,9.535482447916356,2646.915818571491,2126.835705425564,33.874257371977286
2022-04-22,9.440736954021746,2621.182318632616,2106.158460568905,33.53912942482699
2022-04-25,9.366665796255587,2574.076928913998,2068.308588627903,33.20806682199488
2022-04-26,9.346251350852825,2578.0023780572155,2071.4627446229865,33.16029422508769
2022-04-27,9.372386835425832,2558.520519346429,2055.8087852399794,33.184358526722654
2022-04-28,9.42041451051511,2572.332284850345,2066.906741518977,33.35622604176128
2022-04-29,9.291444149893822,2572.041510839736,2066.6731003341556,32.99014070252201
2022-05-02,9.269442800088406,2516.7815093806007,2091.705925568061,32.78588858545413
2022-05-03,9.414900246645704,2523.4492482178703,2037.2728992744956,33.21484534474136
2022-05-04,9.527719039794086,2548.2358425911975,2144.744142221633,33.59850686178896
2022-05-05,9.362694557332905,2538.52413602387,1990.3763269271656,33.10734378631344
2022-05-06,9.330043789927945,2542.7277105082358,1957.548950382563,33.02594348236974
2022-05-09,8.953977388314598,2505.910196058966,1661.4721186297393,31.865361134634334
2022-05-10,8.977282364354673,2484.74737279285,1648.7598391407248,31.87788958012619
2022-05-11,9.011960248446382,2505.040490993235,1533.5571233513758,32.028470976374116
2022-05-12,8.966875834396896,2466.628517256792,1435.1559304244654,31.8020630096203
2022-05-13,9.12002046045967,2446.625300744984,1546.6473784180273,32.1849991185083
2022-05-16,9.21131763534908,2469.9623866754273,1535.3597830412396,32.5041520743494
2022-05-17,9.323193537950361,2454.452646336562,1560.2788224721314,32.77915403575859
2022-05-18,9.11401153791776,2455.7572039351576,1473.7445081527492,32.19427281245303
2022-05-19,9.190465871184047,2491.849964162985,1518.244158013618,32.50495937646483
2022-05-20,9.13778336358969,2493.5893742944468,1472.9569311461219,32.36043478356456
2022-05-23,9.345978642890293,2505.1854418375237,1493.5193327866411,32.98037244649335
2022-05-24,9.363300446236417,2524.0290515950237,1491.4679459533922,33.07888764176537
2022-05-25,9.44533759929251,2508.8092129447355,1486.9668379718316,33.27085287570732
2022-05-26,9.478657494629186,2504.1707859275043,1412.4717120621265,33.352444753030696
2022-05-27,9.555678801723744,2505.475343526101,1347.0957138719461,33.5727309710549
2022-05-31,9.486179847628938,2480.6887491527737,1504.3112061422078,33.31096317239546
2022-06-01,9.473442358146851,2488.9989260066754,1509.350569573278,33.29749875127347
2022-06-02,9.438030610325963,2519.6363162588623,1527.929349155786,33.27989844567778
2022-06-03,9.421035073144944,2494.0569857181217,1512.417820919447,33.164383953943
2022-06-06,9.422900682404558,2483.073770344696,1505.7575037106233,33.14042831752609
2022-06-07,9.464508876343226,2499.2595614213237,1515.5727080183635,33.30070227991553
2022-06-08,9.414249719920921,2496.9473055532344,1514.1705359744008,33.15307173345227
2022-06-09,9.3220549245026,2488.9989260066764,1509.3505695732783,32.872227527156554
2022-06-10,9.275048852191244,2522.38212010222,1529.5944284579923,32.8278004795894
2022-06-13,9.111245673243172,2455.760247902889,1489.1943464413123,32.190581409813625
2022-06-14,9.033255885745492,2436.1060730241275,1477.2758840676277,31.918621158189506
2022-06-15,9.04966504242755,2467.899591210359,1496.5557496721171,32.048319714908274
2022-06-16,8.971026608428064,2495.646661627434,1513.3818141996715,31.89759382152
2022-06-17,8.916609897433723,2475.125390798139,1500.937537309501,31.690347869205716
2022-06-21,8.9833701281712,2465.876367325781,1495.3288491336496,31.856480813511887
2022-06-22,8.983895085116602,2475.7034547651615,1501.2880803204919,31.88336116744171
2022-06-23,9.00166895739697,2460.5292756308236,1492.0863262819855,31.894739831334054
2022-06-24,9.091939015284261,2458.0725037709785,1490.596518485275,32.14424673143857
2022-06-27,9.138407755603836,2455.326699927622,1488.9314391830692,32.26849629231455
2022-06-28,9.164492135817621,2451.2802521584654,1486.4776381061342,32.33154534855227
2022-06-29,9.169976711869564,2449.4015442656428,1485.3383733204143,32.34206873868866
2022-06-30,9.152419491497454,2434.516397114816,1476.3118907874034,32.25322105417381
2022-07-01,9.238908541956345,2432.493173230237,1475.0849902489358,32.491690843346845
2022-07-05,9.136217344539194,2380.9009641734883,1443.7990265180144,32.064945519262466
2022-07-06,9.181725544371979,2343.182290325277,1420.9260950508701,32.09112412244003
2022-07-07,9.230097623301676,2344.4829342510775,1421.7148168255992,32.22993924338443
