,StockV11b,CryptoV3_90d,CryptoV3_45d,HybridV4_Best
2015-10-26,0.988178847368553,1.0600006348303865,1.063190205446727,0.9650985021579219
2015-10-27,0.9876615812025681,1.0623788108934538,1.0655755375059721,0.9649938837921092
2015-10-28,0.9882502907363019,1.0538173770664112,1.0569883420926898,0.9643163070929177
2015-10-29,0.9835221394758206,1.0437339105590056,1.0468745341614905,0.9590106499843177
2015-10-30,0.981893940793134,1.0397385747730523,1.0428671763019588,0.9571105193717555
2015-11-02,0.983144045010122,1.0298856010896793,1.0329845547539418,0.9567857941317455
2015-11-03,0.983021631595745,1.121507008974808,1.1248816539366187,0.9694522700738744
2015-11-04,0.9833638823929101,1.0505528249112024,1.053713966811638,0.9605390429661151
2015-11-05,0.9886002859700606,1.047694078894902,1.050846618751156,0.9644946049441822
2015-11-06,0.9881521220489234,1.062133683483824,1.0653296725013284,0.9661168933251173
2015-11-09,0.9830853598719687,1.0846462691789507,1.0879099991764805,0.9649778009891277
2015-11-10,0.9830199392382248,1.082360616121294,1.085617468526875,0.9646181959731986
2015-11-11,0.9897549674643144,1.0787243498932035,1.0819702606752295,0.9697496991181684
2015-11-12,0.9799281525794903,1.0789321365348088,1.0821786725524665,0.9615937553383362
2015-11-13,0.9694655763967484,1.0759192302315341,1.079156700332532,0.9524641706107426
2015-11-16,0.9749281781507755,1.0774776300435727,1.0807197894118084,0.9572328921029448
2015-11-17,0.9735805701574652,1.063244245093619,1.0664435758210826,0.9542114715530802
2015-11-18,0.9888813411375148,1.0641792849808422,1.0673814292686485,0.9670842563227376
2015-11-19,0.9908430328444995,1.075919230231534,1.0791567003325317,0.9703152603702576
2015-11-20,0.9959264154040992,1.0710362441538126,1.0742590212174652,0.9738860614442387
2015-11-23,0.9941800083447164,1.0624130985271985,1.065609928312135,0.9712583217245455
2015-11-24,0.9913559181290043,1.0694778443417738,1.0726959321381886,0.9698819789833063
2015-11-25,0.9908398268505255,1.06449096494325,1.0676940470845036,0.9687744327510123
2015-11-27,0.9922413739863438,1.0519198731261377,1.0550851285116727,0.9682231086554784
2015-11-30,0.9905143974954328,1.0588807256199106,1.062066926399108,0.9677517625423244
2015-12-01,0.9987336118501754,1.0626208851688037,1.0645393581811446,0.97509028581694
2015-12-02,0.9946139744951857,1.0461018471611931,1.0479904964339015,0.9693977418265316
2015-12-03,0.97690458679984,1.0572184324870695,1.0591271518235557,0.9562716185637454
2015-12-04,0.9920359052520488,1.0806983229884528,1.082649433300769,0.9720472846296052
2015-12-07,0.9808071656387125,1.1264621907891728,1.0669129042947436,0.9688695978500351
2015-12-08,0.9819289072202781,1.1659039249353125,1.097782832374446,0.974900045760293
2015-12-09,0.9668753608068423,1.1737617162524074,1.097141412664764,0.9631816980275484
2015-12-10,0.9680719935424469,1.188791775078825,1.1316901261886914,0.9660449863532592
2015-12-11,0.9483214608602474,1.2769827043976434,1.2086969410737989,0.960042142450039
2015-12-14,0.9507677415447295,1.2978667555376928,1.2825019397932371,0.9645022909067662
2015-12-15,0.9549300720590401,1.3417536017653513,1.3080232038150796,0.9729835196085173
2015-12-16,0.9680260792186746,1.2505127194253596,1.1304720419648293,0.974400964463807
2015-12-17,0.969412417345823,1.312787620462872,1.2585929160101148,0.9828658133713917
2015-12-18,0.9591866325476482,1.3125332943931538,1.2299655655930797,0.9740247092914365
2015-12-21,0.9656860795375568,1.2691807381781195,1.2203558088145274,0.9748089417609176
2015-12-22,0.9686186728027272,1.2558436995477278,1.1928373264070364,0.9757886446694192
2015-12-23,0.9692032613333925,1.2622779940797018,1.1886607356358736,0.9770391386676183
2015-12-24,0.9677786995224302,1.2823790564735054,1.1963518653005158,0.9781522906142913
2015-12-28,0.9693287169509915,1.225177265908925,1.1768804684364247,0.9729392097710376
2015-12-29,0.9790770216614645,1.2388154693496893,1.1715915658212859,0.982880690071647
2015-12-30,0.9736335905289469,1.2425872608231276,1.1968999955617552,0.9786846812119789
2015-12-31,0.9613458080578419,1.2703677788282228,1.2493684237881422,0.9714679481162845
2016-01-04,0.952329694893629,1.2783425339039056,1.2557027014336684,0.9646383207877854
2016-01-05,0.9636476317385658,1.2715256988131383,1.2490065945517645,0.9736113080119899
2016-01-06,0.9559753087580082,1.2745435742512248,1.2519710225041247,0.9673690239472836
2016-01-07,0.9440461576187232,1.323224478760458,1.2997897734877117,0.9626506616115399
2016-01-08,0.9316348801866297,1.332937479782618,1.3093307543274146,0.9529531096042948
2016-01-11,0.931523974893707,1.3589034299000413,1.3348368396237922,0.9556412471358446
2016-01-12,0.9431205175107621,1.4033542809839306,1.3785004527061222,0.9704424808212725
2016-01-13,0.9156808301296622,1.350504166584232,1.3265863297987726,0.9409610558359804
2016-01-14,0.9283739108748854,1.34982249148292,1.3259167273694428,0.9519767983821429
2016-01-15,0.9157302030468739,1.244831246664754,1.222784909215479,0.929849481870105
2016-01-19,0.9183150737628462,1.2666894119272762,1.2442559597677219,0.9345296022925645
2016-01-20,0.9196647237628864,1.4401878078739159,1.4146816467072607,0.9548974328465331
2016-01-21,0.9207081517677633,1.4302439432966536,1.4049138909757617,0.9548293525227368
2016-01-22,0.9423060699161524,1.360652559790464,1.3365549918954331,0.966899063949124
2016-01-25,0.9285508095410105,1.6352788599644819,1.6063175773271485,0.984174950308348
2016-01-26,0.9405285729966977,1.5906762192217072,1.5625048628266487,0.9909393975880817
2016-01-27,0.9265693654297645,1.6288459119233296,1.5999985587392367,0.9820048796919414
2016-01-28,0.9405939195420406,1.6108773794770548,1.5823482544309848,0.9930140211710827
2016-01-29,0.9622534875060503,1.587673891157222,1.5595557068992063,1.0103051501563993
2016-02-01,0.9632606498359366,1.4719307941551305,1.4458624551116923,1.0001561420025062
2016-02-02,0.9669887040883338,1.6002204277151788,1.5718800405043392,1.0165220120500322
2016-02-03,0.9689781327764431,1.6286306201698888,1.59978707986779,1.0210067356818497
2016-02-04,0.9739937312966578,1.6752794082410276,1.6456097038093156,1.0298856041005418
2016-02-05,0.973898333111259,1.667149238561054,1.6376235218905464,1.0290501536496344
2016-02-08,0.9768100512093498,1.9110775797235866,1.8772318184389039,1.0542500363945413
2016-02-09,0.9713200167146667,2.156136873919295,2.117951038500552,1.0694916744776883
2016-02-10,0.9787747239693353,2.3927020573574365,2.3503265810722707,1.0940698441321346
2016-02-11,0.9986137828465608,3.1357049662757848,3.080170684008126,1.163880480961941
2016-02-12,0.9981342934594157,2.7828015840985927,2.7335173273434794,1.1437573774798828
2016-02-16,0.9869895590943439,2.4666257600492227,2.4229410726566,1.1134096023248645
2016-02-17,0.9918973743147658,2.335408993745244,2.294048194925222,1.1092310907892118
2016-02-18,1.0061141724552571,2.5462195696735153,2.5011252518666884,1.1377639045691588
2016-02-19,1.0074408804841324,2.577962230142613,2.5323057402292335,1.1411667702477581
2016-02-22,1.001324911579782,3.049861074444731,2.9958471134353446,1.1666119237458326
2016-02-23,1.0084128631433287,3.0528427568230465,2.998775989317956,1.1738022592419683
2016-02-24,1.0100878530794992,3.2479612767295007,3.1904389012904146,1.1867128173054837
2016-02-25,1.0182514872152797,3.146045823796573,3.090328401818187,1.1892797304540226
2016-02-26,1.006841997724087,3.18837591306214,3.1319088124146917,1.1803530175086623
2016-02-29,1.0143422473994004,3.3218815365920387,3.2630500110190415,1.1952405516957754
2016-03-01,1.0130550692967342,3.7473276339733177,3.6809613294859296,1.2169131833370603
2016-03-02,1.0225813386473508,4.091856322049994,4.019388310412625,1.243422365895463
2016-03-03,1.0312489254156463,4.28278829192188,4.206938817416408,1.2610839048302158
2016-03-04,1.0313964872430341,4.438935179175976,4.360320296124342,1.2681339965114546
2016-03-07,1.034518145809554,4.320360096156816,4.24384521364768,1.266315190635774
2016-03-08,1.0305155370038588,4.425468343104673,4.347091961788272,1.2667718112082513
2016-03-09,1.0341610518316586,4.923706293463731,4.836505967525856,1.291973684318851
2016-03-10,1.0427062476625262,4.813362250683934,4.7281161510792735,1.2967047258796263
2016-03-11,1.0404859927227839,4.86037816105087,4.7742993954698285,1.2962576826809349
2016-03-14,1.033902144001734,5.200507386939199,5.108404830012635,1.3028925543135466
2016-03-15,1.0342702178152132,5.366872908157459,5.271823967590117,1.3095387929779345
2016-03-16,1.0528257268143422,5.329379482890414,5.2349945622115355,1.328136422567052
2016-03-17,1.0531176545281495,4.848314644411633,4.762449527354731,1.3104664994825546
2016-03-18,1.0487697277714305,4.701731214980411,4.618462134742452,1.2999245639079222
2016-03-21,1.0463009639498526,5.06460630291915,4.974910595247097,1.312372626038458
2016-03-22,1.045953763865433,4.799076830702922,4.714083730201835,1.3016816077555267
2016-03-23,1.0332356325436505,5.183452863808892,5.091652347639237,1.3038666147378013
2016-03-24,1.0347181935066005,4.849547561888537,4.763660609490647,1.292858081555189
2016-03-28,1.0378017711945566,5.005392901739388,4.916745881290946,1.302365120106298
2016-03-29,1.0555993887978974,5.028784816222197,4.93972351790143,1.3222625790445368
2016-03-30,1.0521997967351988,5.059193251989205,4.969593411084436,1.3198422815391222
2016-03-31,1.050652122383448,4.938514800212805,4.8510522111466665,1.3134697466957614
2016-04-01,1.053120624640208,5.000278852389883,4.911722403300405,1.3185568961049552
2016-04-04,1.0446286554476019,4.859728096545125,4.773660843802868,1.3039599856494555
2016-04-05,1.0450786690811391,4.6652235149938965,4.58260099715189,1.2966090497227918
2016-04-06,1.0509380540732107,4.780681388884204,4.696014077215098,1.3076016262090548
2016-04-07,1.0502745622783505,4.571278963725645,4.490320232267801,1.2983086293294157
2016-04-08,1.0640877265040611,4.4607985543381075,4.381796464307299,1.308115929420782
2016-04-11,1.0756516258006954,4.16454238007494,4.090787076391065,1.3071679729025254
2016-04-12,1.0842176890261213,3.79596219913139,3.728734561802265,1.2986627646027231
2016-04-13,1.0693710008894934,3.9549685751412706,3.884924886856249,1.2917068743740419
2016-04-14,1.0618485995535623,4.104519664896441,4.031827381631592,1.2913100185916637
2016-04-15,1.069033824054551,4.035079893587099,3.963617409650302,1.2954603198107186
2016-04-18,1.07168459449076,4.260650129193761,4.185192728238275,1.3090535848787357
2016-04-19,1.08734842782125,4.236860814808625,4.161824729797792,1.3242204738636476
2016-04-20,1.0617792402862476,4.179213373340264,4.105198241933468,1.295049455174357
2016-04-21,1.048930756465946,4.0751708038197885,4.002998297751072,1.2768927940708246
2016-04-22,1.0510565709025648,3.9556617913190855,3.885605825966132,1.273475485789419
2016-04-25,1.0552874400500865,3.863499095042908,3.795075358883898,1.2733821483222516
2016-04-26,1.0614842480501254,3.8986878283460054,3.8296408890894744,1.2814777114413887
2016-04-27,1.0719515479000203,3.947219007593824,3.8773125664912595,1.2946116597961157
2016-04-28,1.0768954473929646,3.795921727364551,3.7286948068026455,1.2922434687247641
2016-04-29,1.0905286915891526,3.887910693407354,3.8190546204664226,1.310846406173637
2016-05-02,1.082848960773997,4.728490461922018,4.118383318408852,1.345511270640109
2016-05-03,1.063411730474225,4.539555640527202,4.07826345442981,1.3169177095895253
2016-05-04,1.0588364028474069,4.5446580621676675,4.057538904075643,1.312323608958237
2016-05-05,1.0801347032202386,4.666397582906056,4.115253207330705,1.3400342440389492
2016-05-06,1.0935648507257996,4.5377670333465865,4.124941928725021,1.3486559084812086
2016-05-09,1.0483941889474229,4.551859641725502,4.132299407553494,1.301932861968346
2016-05-10,1.0710712653629593,4.543999362335395,4.0755827627639,1.3255326437918604
2016-05-11,1.0838486416754043,4.7418372045117065,4.168187409164653,1.3476303859657073
2016-05-12,1.0747458055492096,4.786854012120462,4.193861134537717,1.3399289492162896
2016-05-13,1.0825400089056723,4.910648713908248,4.24579727813325,1.3533865586944729
2016-05-16,1.1055329119934703,5.083667500636003,4.307265640654003,1.3849729963284434
2016-05-17,1.1019194041768232,5.453010827172846,4.433497900366602,1.3962185028769003
2016-05-18,1.0706681530900433,5.756216113404366,4.54208117227071,1.374205529146806
2016-05-19,1.088401597352848,6.059546137153143,4.58165851891351,1.4044146017356909
2016-05-20,1.0849345805791157,5.845643702415733,4.509079393995069,1.3931756071451544
2016-05-23,1.090994940850905,5.771491541827034,4.492947971728433,1.3971395812657932
2016-05-24,1.0765899153772658,5.5386132257143865,4.426329546575127,1.3730033007152558
2016-05-25,1.090350767146439,5.524576864735289,4.4409446024982095,1.3873985041280996
2016-05-26,1.0899255711272535,5.48904187066766,4.447135665433695,1.3856000290602968
2016-05-27,1.083973904040491,5.1866071429519,4.451597480182883,1.3677171820041794
2016-05-31,1.0877003767150315,6.209298783447531,5.107967324255502,1.41216664610712
2016-06-01,1.091073667185013,6.2313872762635745,5.119986657684105,1.4166428018271964
2016-06-02,1.0881821733245087,6.214688824096195,5.106266462082297,1.4128822162659465
2016-06-03,1.1122991806950846,6.321931231729539,5.1943816235828795,1.4431556192059705
2016-06-06,1.1254726391175802,6.429620867023079,5.282864247343732,1.461371238535102
2016-06-07,1.1364384691847451,6.542057460189113,5.375247184131884,1.477307355604226
2016-06-08,1.1384522915194193,6.571929634079582,5.3997914990612115,1.4805443813181145
2016-06-09,1.1410937484022063,6.570110131684096,5.3982965144654065,1.4834028030432862
2016-06-10,1.1237612470838072,6.425070154883477,5.279125178593107,1.4593385553510736
2016-06-13,1.121813912099805,7.909523160760555,6.498818201525714,1.5077640352402417
2016-06-14,1.1257021498759994,8.206529426843515,6.742851841576592,1.520698679910431
2016-06-15,1.1336019437634561,8.112055391480249,6.665227746152445,1.5271437075392529
2016-06-16,1.121355444845672,9.024494708193355,7.4149287229016725,1.5388862450241112
2016-06-17,1.1400968120529134,7.480937502571428,6.146673044385223,1.5212660585207347
2016-06-20,1.1456186856189197,6.233034475634645,5.121340070404024,1.4894642647486356
2016-06-21,1.1484185497613073,6.423686565680177,5.277988359784301,1.4993922646425182
2016-06-22,1.1501315714782514,6.381187579270014,5.243069290604635,1.4998053366398476
2016-06-23,1.1583642745639509,6.591180504658575,5.415608875857658,1.5163340376594352
2016-06-24,1.1486092987438457,6.932615660853954,5.6961472803384074,1.5172622416111823
2016-06-27,1.1245716238414296,6.8298166336214265,5.611682999028478,1.4868976722184015
2016-06-28,1.143708207258073,6.215445021099454,5.1068877873820435,1.4883416124781728
2016-06-29,1.1647841435326853,6.401312533946314,5.259604854013067,1.518330480935158
2016-06-30,1.1742857453097935,6.378771368849245,5.241084023990952,1.528056273826467
2016-07-01,1.1893990537586836,6.379881156812614,5.241995875447682,1.5448126009751157
2016-07-05,1.1925897268183296,6.049248461057536,4.970333255904128,1.5363262701145664
2016-07-06,1.2024949244761127,6.115727406081566,5.024955332249228,1.5497049380117185
2016-07-07,1.1886585606660856,5.81519472414979,4.778024231120274,1.5231250709399196
2016-07-08,1.204421921395844,6.186944723310889,5.083470667253222,1.5548995205720475
2016-07-11,1.2006658717832634,5.972040013024588,4.9068953397124995,1.5426763839523585
2016-07-12,1.1902678290536501,6.107033238380073,5.017811814978062,1.5365510876775792
2016-07-13,1.199707898900222,6.036338987639811,4.959726254810126,1.5442415390669477
2016-07-14,1.199401852112398,6.193243112440126,5.088645705631824,1.5499276726498628
2016-07-15,1.1969576330674927,6.286032727336767,5.164885805818201,1.5507261551097444
2016-07-18,1.1973422949100316,6.197241690854244,5.0919311166041075,1.5478641220236826
2016-07-19,1.192920259466257,6.298159452369428,5.174849665808918,1.5467859073159762
2016-07-20,1.173023403289566,6.392289434845876,5.252191071983954,1.5283243923814196
2016-07-21,1.180972705825179,6.416075513391447,5.271734778608616,1.5379809692986337
2016-07-22,1.1849832763821877,6.638861167626024,5.4547854423908895,1.550430997527289
2016-07-25,1.1715215572356252,6.531027864679764,5.366184774857045,1.5316822046370773
2016-07-26,1.1763804976501258,6.298228218732217,5.174906167330067,1.5288924570860016
2016-07-27,1.183172403449467,6.44846039799792,5.298343649112843,1.5418658597228905
2016-07-28,1.186498182641568,6.41949337255113,5.274543044652693,1.544510857094998
2016-07-29,1.2000496807478085,6.4312962595893195,5.284240824854523,1.5599312535566154
2016-08-01,1.2011873252647396,5.855229324190756,5.277782809028645,1.5402292146691061
2016-08-02,1.2085643987505603,5.903263865508317,5.321080152713889,1.550164951223019
2016-08-03,1.2169156013697877,5.875168190398045,5.295755291313086,1.5581632040318583
2016-08-04,1.2157881875752854,5.88513762350169,5.304741532455306,1.5573327767442615
2016-08-05,1.2116309667296086,5.780005419863252,5.209977534955527,1.5486334208237813
2016-08-08,1.2100831151431573,5.775020703311429,5.205484414384417,1.5467514732621537
2016-08-09,1.211570604740632,5.7985848179200445,5.2267246207205735,1.5493143038258468
2016-08-10,1.212707484602986,5.825774180929986,5.251232551108448,1.5516397380032891
2016-08-11,1.214707951415034,5.78544329246524,5.214879121033102,1.5522041058859284
2016-08-12,1.2182308993949607,5.773208079110767,5.203850552358558,1.5555382127994601
2016-08-15,1.2234398577637442,5.793146945318057,5.221823034642998,1.5619976100416841
2016-08-16,1.2129204236366944,5.821695776478495,5.2475563615502665,1.5517363761079896
2016-08-17,1.2044728382211216,5.823055244628993,5.2487817580696605,1.5426045032562894
2016-08-18,1.2130823371754715,5.8506977636891,5.273698153963999,1.5530754107880351
2016-08-19,1.2237549214338248,5.799037973970211,5.227133086227038,1.5626326765559422
2016-08-22,1.2184507357571266,5.790428009017063,5.219372241604211,1.5565276138238489
2016-08-23,1.2265883243439102,5.789521696916731,5.218555310591282,1.56532722865892
2016-08-24,1.2001414802389432,5.7251735377932045,5.1605532086733135,1.5340296109457523
2016-08-25,1.2045774996419938,5.720188821241382,5.156060088102204,1.538648896284478
2016-08-26,1.203514434572412,5.712032012338399,5.1487077089858415,1.5371655799531687
2016-08-29,1.211611413080646,5.723360913592541,5.158919346647456,1.546413341314736
2016-08-30,1.1935086869070406,5.6658100952215,5.107044227326456,1.5244416042119253
2016-08-31,1.1851793967022513,5.654481193967357,5.096832589664841,1.5149413898530213
2016-09-01,1.1902922969298768,5.678045308575973,5.102718577612996,1.521443558016544
2016-09-02,1.1975885259349326,5.735596126947014,5.154438071576033,1.531683882650138
2016-09-06,1.2055185344855093,5.83257152168247,5.2415874551043,1.5441893861879552
2016-09-07,1.2079146515640558,5.812632655475181,5.223668890266713,1.546006432885359
2016-09-08,1.2064133422841938,5.781818044063914,5.195976562790441,1.543143759077698
2016-09-09,1.1762691690139842,5.743752935849996,5.161768393555046,1.508845611036672
2016-09-12,1.1942193756015174,5.736502439047346,5.155252551795924,1.5281315185758122
2016-09-13,1.1745834981935812,5.697531018733097,5.120229902340639,1.5052170188377139
2016-09-14,1.174784999140286,5.717923040990552,5.138555707288171,1.5062446049688345
2016-09-15,1.1831263046662481,5.681217400927133,5.105569258382613,1.5138847748301067
2016-09-16,1.1833756490965213,5.6671695633719965,5.092944814974313,1.5135944658876326
2016-09-19,1.1856658629347696,5.678951620676304,5.1035330578328875,1.516556380552065
2016-09-20,1.1860036143059276,5.684389493278292,5.108419939152229,1.5171414151676752
2016-09-21,1.2065673067363611,5.767317050458612,5.1829448792721955,1.5428207679329746
2016-09-22,1.2104544087218132,5.780911731963582,5.19516208257055,1.5475911025439124
2016-09-23,1.197792478884262,5.784536980364908,5.198420003450112,1.5339764190117102
2016-09-26,1.1920698132195322,5.78000541986325,5.19434760235066,1.5275666458906396
2016-09-27,1.1947214770190413,5.737861907197842,5.156474272125759,1.528784220618181
2016-09-28,1.2058510438095518,5.719735665191214,5.140184667727952,1.540165124819839
2016-09-29,1.1956287701217538,5.712938324438729,5.134076066078774,1.5287926940151069
2016-09-30,1.202917205052951,5.693452614281605,5.116564741351132,1.5359319962079812
2016-10-03,1.1987425219489718,5.672136878731491,5.103533057832887,1.5305385994619487
2016-10-04,1.1878932851844959,5.475250544367607,4.926383610006737,1.5107952509174818
2016-10-05,1.1854617940043257,5.466650911372403,4.918646047917779,1.5078107426213658
2016-10-06,1.1848089152813248,5.415958337926989,4.87303515560392,1.5050075928219837
2016-10-07,1.1742534360861419,5.419579236030233,4.876293076483481,1.4937616075741782
2016-10-10,1.1820901324633442,5.438588951072264,4.893397161101179,1.5030212023983371
2016-10-11,1.148832386600932,5.410979603035029,4.868555514394523,1.4659326875612464
2016-10-12,1.151782401737628,5.419579236030234,4.876293076483482,1.4694817927483033
2016-10-13,1.1479758237182855,5.432704991654493,4.8881030396718925,1.4658875629573984
2016-10-14,1.1549907734224265,5.402379970039825,4.860817952305566,1.4722741632480587
2016-10-17,1.15472106637301,5.416863562452801,4.873849635823811,1.4725740028927834
2016-10-18,1.1624504604017107,5.450356869907806,4.903985403959753,1.482318240005914
2016-10-19,1.1683085545361596,5.481587116048285,4.9320849715459705,1.4899418204523232
2016-10-20,1.1554031430260627,5.464840462320782,4.9170170874779995,1.4752695270148883
2016-10-21,1.1437798209189236,5.468913972686932,4.920682248467506,1.4628194842864781
2016-10-24,1.1560563904419272,5.47566358228166,4.926755242901637,1.4764360802397325
2016-10-25,1.1578597734613003,5.311080726139572,4.778671008506089,1.4717371442793674
2016-10-26,1.1504984548790511,5.4018728023246085,4.860361625659045,1.4675576842354843
2016-10-27,1.1391672210018735,5.39790983914528,4.856795930044661,1.4551103363620526
2016-10-28,1.1388414583748434,5.298146722679784,4.767033575270889,1.4507226817987653
2016-10-31,1.1398408315615465,5.272224178696035,4.743709638808733,1.450740077667514
2016-11-01,1.1323549160569233,5.38638428351507,4.846425754672267,1.4473534482272263
2016-11-02,1.1183323130595357,5.4316457046854545,4.887149941010875,1.4339428505981084
2016-11-03,1.116306997319037,5.199298886987968,4.678094748875495,1.4225346338677758
2016-11-04,1.1186734202629287,5.323211321807358,4.789585571628479,1.4301832704999233
2016-11-07,1.1401544288068253,5.303807013955192,4.772126450188863,1.4527445540853408
2016-11-08,1.1438909727119106,5.324652938651797,4.790882673475564,1.4576478542282656
2016-11-09,1.155323879724332,5.346134721898861,4.810211013620823,1.4709134694904997
2016-11-10,1.1404052886812333,5.291213575305906,4.760795441817148,1.452502147967475
2016-11-11,1.1439374109510305,5.254359169188377,4.727635508626383,1.454808550996994
2016-11-14,1.1386646626888774,5.159059701889297,4.6418893441467475,1.445150824571021
2016-11-15,1.1575292744309564,5.225496633778254,4.701666300416552,1.4682932857993254
2016-11-16,1.160371885059936,5.336709321290625,4.801730463060095,1.4760455788595732
2016-11-17,1.1837612592218723,5.31303804787212,4.780432118362998,1.5003530079650158
2016-11-18,1.1892650990795093,5.29196374768487,4.761470413105212,1.5053897747281288
2016-11-21,1.2060151907179277,5.246958852647136,4.720977037416306,1.5214915544192569
2016-11-22,1.2044444510120336,5.352991305332934,4.8163802582931075,1.5244192032401076
2016-11-23,1.2130527057256244,5.299097413020948,4.767888963581789,1.5313778938918878
2016-11-25,1.2159881147590663,5.2341421889588755,4.709445181217731,1.5317120503349269
2016-11-28,1.206663420580567,5.087605887831954,4.577598423467934,1.5152957983248525
2016-11-29,1.2125273214723253,5.002639270652236,4.501149291710398,1.5177589925978092
2016-11-30,1.2156539562780482,5.115839433954611,4.603001695472374,1.526237242230667
2016-12-01,1.2088215660321309,5.136359381214035,4.62146461895649,1.5198642387853367
2016-12-02,1.2168053412364226,5.083817284986591,4.574189609421712,1.5260645068722731
2016-12-05,1.2194903305992133,4.827841431163533,4.343874075801315,1.517400937790292
