,StockV11b,CryptoV7_best,HybridV7_best
2015-11-06,0.9881521220489234,0.8875381636981088,0.9553968623768704
2015-11-09,0.9830853598719688,0.899078897929623,0.9536159980488297
2015-11-10,0.9830199392382248,0.8507700390630657,0.9443409017681393
2015-11-11,0.9897549674643144,0.847911817584163,0.9490752571912601
2015-11-12,0.9799281525794904,0.8480751445258146,0.9413813650546368
2015-11-13,0.9694655763967484,0.8457069038718668,0.9326663478342722
2015-11-16,0.9749281781507756,0.8457069038718668,0.936975653559351
2015-11-17,0.9735805701574652,0.8345351898779949,0.933685706625218
2015-11-18,0.9888813411375148,0.8352690980965705,0.9458660082468181
2015-11-19,0.9908430328444996,0.8444837235075742,0.949282873525006
2015-11-20,0.9959264154040992,0.8406510916994575,0.9525009219422946
2015-11-23,0.9941800083447164,0.8406510916994575,0.9511313101588293
2015-11-24,0.9913559181290044,0.8462411830583038,0.9500542855950465
2015-11-25,0.9908398268505256,0.842295236216765,0.9488513185416999
2015-11-27,0.9922413739863438,0.842295236216765,0.9499518849961976
2015-11-30,0.9905143974954328,0.842295236216765,0.9485961195695242
2015-12-01,0.9987336118501754,0.8452703763760865,0.955653761421477
2015-12-02,0.9946139744951856,0.8321301740057503,0.9497472601483488
2015-12-03,0.97690458679984,0.8409729517015111,0.9376973094728162
2015-12-04,0.9920359052520488,0.859650220479473,0.9533555960208318
2015-12-07,0.9808071656387124,0.8604246231273098,0.9446616270763978
2015-12-08,0.981928907220278,0.8758167495535926,0.9485893843111555
2015-12-09,0.9668753608068424,0.8787276129908695,0.9372320815882268
2015-12-10,0.9680719935424468,0.8775955374209263,0.937965896217369
2015-12-11,0.9483214608602474,0.9105578235803223,0.9286154826750306
2015-12-14,0.9507677415447296,0.9044874795777852,0.9294654185285665
2015-12-15,0.95493007205904,0.9189218083784505,0.9354719868512478
2015-12-16,0.9680260792186746,0.922370112580346,0.946623769344402
2015-12-17,0.969412417345823,0.905053531758648,0.9445364874623116
2015-12-18,0.9591866325476482,0.923779608938704,0.9398842540896891
2015-12-21,0.9656860795375568,0.9035477096031789,0.9414013205322025
2015-12-22,0.9686186728027272,0.8987466464277573,0.9428451775600152
2015-12-23,0.9692032613333924,0.9007050657826351,0.9436815972879314
2015-12-24,0.9677786995224302,0.9151471777141971,0.9452678341629808
2015-12-28,0.9693287169509917,0.890641019388889,0.9419529909004679
2015-12-29,0.9790770216614644,0.898528790016927,0.9512224424237542
2015-12-30,0.9736335905289468,0.8883212357265386,0.9449407073876431
2015-12-31,0.961345808057842,0.8909358992325133,0.9356623007808441
2016-01-04,0.952329694893629,0.8932880509653331,0.9289112485704191
2016-01-05,0.9636476317385658,0.8938266711037811,0.9380645556780501
2016-01-06,0.9559753087580082,0.904327481759256,0.9339239677515148
2016-01-07,0.9440461576187232,0.9347219246386725,0.9300177540650455
2016-01-08,0.9316348801866297,0.9282039308353878,0.9188244048186709
2016-01-11,0.931523974893707,0.9244254474115962,0.9180614586697986
2016-01-12,0.943120517510762,0.9185366004464396,0.9263805006332334
2016-01-13,0.9156808301296622,0.9127891430028905,0.9032359558699786
2016-01-14,0.9283739108748854,0.898104044203933,0.9108871711499016
2016-01-15,0.915730203046874,0.8632844786550343,0.8943578878181929
2016-01-19,0.9183150737628462,0.8693635829957431,0.8975616376501551
2016-01-20,0.9196647237628864,0.9078793834001064,0.9058010523590919
2016-01-21,0.9207081517677632,0.9053404382758236,0.9061878013150357
2016-01-22,0.9423060699161524,0.8800283450047887,0.9190583466274547
2016-01-25,0.9285508095410104,0.8884840778124569,0.909646841451576
2016-01-26,0.9405285729966976,0.8945367892153268,0.9203840888798368
2016-01-27,0.9265693654297644,0.9016283101449951,0.9104960608367929
2016-01-28,0.9405939195420406,0.8810574934686792,0.9180575365758715
2016-01-29,0.9622534875060504,0.8843815144947058,0.9360162875280774
2016-02-01,0.9632606498359366,0.8777197963022174,0.9355505225578494
2016-02-02,0.9669887040883338,0.8798143778104217,0.9389214520395298
2016-02-03,0.9689781327764432,0.8833252365646188,0.9411798435892959
2016-02-04,0.9739937312966578,0.9174560360049251,0.9517205693925779
2016-02-05,0.973898333111259,0.927813862624066,0.9535781712361853
2016-02-08,0.9768100512093498,0.913457395799513,0.9532600399253983
2016-02-09,0.9713200167146668,0.9146037251052382,0.9490820768923331
2016-02-10,0.9787747239693352,0.9286146946867039,0.957672032505114
2016-02-11,0.9986137828465608,0.9635778761456371,0.980079615930718
2016-02-12,0.9981342934594156,0.9629125493955915,0.979571922293878
2016-02-16,0.986989559094344,0.9869465911279877,0.9750041667536593
2016-02-17,0.9918973743147658,1.0043001220869325,0.9820655437096188
2016-02-18,1.0061141724552571,1.0332859988016412,0.998709711180378
2016-02-19,1.0074408804841324,1.0255510913115464,0.9984439112711471
2016-02-22,1.001324911579782,1.0443501447920338,0.9967679930196192
2016-02-23,1.008412863143329,1.0416901493109123,1.0020966786064374
2016-02-24,1.0100878530794992,1.0481883426284817,1.0045867842753538
2016-02-25,1.0182514872152797,1.0517777189034216,1.0118637192749222
2016-02-26,1.006841997724087,1.04862378616088,1.0020204653481313
2016-02-29,1.0143422473994004,1.05798946795594,1.009752118955198
2016-03-01,1.0130550692967342,1.0473744219064347,1.0068778166445032
2016-03-02,1.0225813386473508,1.0464465540034953,1.0144811669293188
2016-03-03,1.0312489254156465,1.0590049885475736,1.0237237551431126
2016-03-04,1.031396487243034,1.045805789957936,1.0215471698521197
2016-03-07,1.034518145809554,1.0521660125328054,1.0252007696907008
2016-03-08,1.0305155370038588,1.0436693730708626,1.020457991737777
2016-03-09,1.0341610518316586,1.0355617701888993,1.021991227024095
2016-03-10,1.0427062476625262,1.056486318703642,1.0326328913639695
2016-03-11,1.040485992722784,1.0411543769520915,1.0281324311342508
2016-03-14,1.033902144001734,1.035834408041477,1.0218521563841418
2016-03-15,1.0342702178152132,1.0375874212185585,1.0224617422450761
2016-03-16,1.0528257268143422,1.0627551379718687,1.0419676900373234
2016-03-17,1.0531176545281495,1.0610856704523897,1.0419099756692078
2016-03-18,1.0487697277714303,1.0230230029165521,1.0316551536011722
2016-03-21,1.0463009639498526,1.0341143871498848,1.0316770976217737
2016-03-22,1.045953763865433,1.0533573514701313,1.0348519427376401
2016-03-23,1.0332356325436505,1.0562804617773032,1.0250506839977414
2016-03-24,1.0347181935066003,1.0510639079869288,1.025345535620975
2016-03-28,1.0378017711945566,1.0595945270687668,1.0293491045924648
2016-03-29,1.0555993887978974,1.0720622994429043,1.0460044255925072
2016-03-30,1.0521997967351988,1.053352065241457,1.0399561164753495
2016-03-31,1.050652122383448,1.062153088940554,1.0402658285013864
2016-04-01,1.053120624640208,1.0553990884240045,1.0410793219080938
2016-04-04,1.044628655447602,1.0596116981502792,1.0349435078017912
2016-04-05,1.0450786690811391,1.077191564239246,1.0383998056799555
2016-04-06,1.0509380540732107,1.0693400290642965,1.0418114141325168
2016-04-07,1.0502745622783505,1.0650754626472902,1.0405242150220562
2016-04-08,1.0640877265040611,1.0605834186511018,1.050955926584921
2016-04-11,1.0756516258006954,1.074845440669423,1.0628651631133925
2016-04-12,1.0842176890261213,1.0875085344523139,1.0720597884374758
2016-04-13,1.0693710008894934,1.0826309534424452,1.0591565282487867
2016-04-14,1.0618485995535625,1.0847401241902903,1.0534184973563836
2016-04-15,1.069033824054551,1.1025837692217215,1.0623827197851152
2016-04-18,1.07168459449076,1.0987636007816988,1.0638802692778422
2016-04-19,1.08734842782125,1.1266251155481828,1.0814869314033515
2016-04-20,1.0617792402862476,1.1508714391974308,1.0648227028361876
2016-04-21,1.048930756465946,1.1828806706756982,1.0595876184646735
2016-04-22,1.0510565709025648,1.1668488389126348,1.0587635497380476
2016-04-25,1.0552874400500865,1.231888143969838,1.0728809492724345
2016-04-26,1.0614842480501254,1.2489765799868324,1.0807259386999033
2016-04-27,1.0719515479000203,1.1726308763796975,1.0775737131005574
2016-04-28,1.0768954473929646,1.1784152012995366,1.0826057503359194
2016-04-29,1.0905286915891526,1.204034065491185,1.0980807615655157
2016-05-02,1.082848960773997,1.362538223794452,1.1177598547928995
2016-05-03,1.063411730474225,1.2605523558542848,1.0862479089972878
2016-05-04,1.0588364028474069,1.2664843704205404,1.0833356896029394
2016-05-05,1.0801347032202386,1.3264467834917069,1.1104367953000749
2016-05-06,1.0935648507257996,1.2520962827351607,1.110554794278326
2016-05-09,1.0483941889474229,1.260918360953645,1.0743478519821763
2016-05-10,1.0710712653629593,1.2631800625060978,1.093750259888664
2016-05-11,1.0838486416754043,1.3594567674634448,1.1194549265386833
2016-05-12,1.0747458055492096,1.3824676108521319,1.1151561064811435
2016-05-13,1.0825400089056725,1.4457783775425221,1.1309801027570268
2016-05-16,1.1055329119934705,1.5366879032068383,1.163478687415841
2016-05-17,1.1019194041768232,1.73882422725352,1.187908275036288
2016-05-18,1.0706681530900433,1.9152413174840175,1.1819765459037694
2016-05-19,1.088401597352848,2.108138826189597,1.2194578604507866
2016-05-20,1.0849345805791155,1.9746668542303816,1.2023752901857765
2016-05-23,1.090994940850905,1.9281309089085068,1.202782282240311
2016-05-24,1.0765899153772658,1.7885038302085936,1.174081775864106
2016-05-25,1.090350767146439,1.777612121738161,1.1851005055784423
2016-05-26,1.0899255711272535,1.7545468760381537,1.1819536571390747
2016-05-27,1.083973904040491,1.5641810364836224,1.1535779631468452
2016-05-31,1.0877003767150315,2.1022544327429142,1.2282587832520624
2016-06-01,1.091073667185013,2.1087229626667674,1.2320626034633488
2016-06-02,1.0881821733245087,2.0992213357445197,1.2283859217679907
2016-06-03,1.1122991806950846,2.134315188609256,1.254406253694457
2016-06-06,1.1254726391175802,2.1865047250201735,1.2721098075916022
2016-06-07,1.1364384691847451,2.262090885242907,1.2901890416166393
2016-06-08,1.1384522915194193,2.273554815931625,1.2932407141215816
2016-06-09,1.1410937484022063,2.276163548493151,1.2959683071627859
2016-06-10,1.1237612470838072,2.181944680136283,1.2701705588567411
2016-06-13,1.121813912099805,3.016606347154298,1.355824053137476
2016-06-14,1.1257021498759994,3.2345095401094768,1.377306218808519
2016-06-15,1.133601943763456,3.159458375566549,1.3794794616119168
2016-06-16,1.121355444845672,3.7346926145650667,1.4124676738498698
2016-06-17,1.1400968120529134,2.5958737365867375,1.3542986076473473
2016-06-20,1.1456186856189197,1.8214537329804836,1.2869528897411788
2016-06-21,1.1484185497613073,1.9605618154987827,1.307223712754061
2016-06-22,1.1501315714782514,1.9854116874726007,1.3118050326790254
2016-06-23,1.1583642745639509,2.0826827858294688,1.3310732548847526
2016-06-24,1.1486092987438457,2.2422676461425852,1.3402402798954212
2016-06-27,1.1245716238414296,2.1890343633636875,1.3115135587196483
2016-06-28,1.143708207258073,1.8356554193267909,1.2917045880454692
2016-06-29,1.1647841435326851,1.9391176033299469,1.3243278623709442
2016-06-30,1.1742857453097937,1.9040646711114946,1.3288772572710528
2016-07-01,1.1893990537586836,1.8791668971824906,1.3397738833478066
2016-07-05,1.1925897268183296,1.5814206159371826,1.3045103176495736
2016-07-06,1.2024949244761127,1.5968673210797004,1.3156883785231535
2016-07-07,1.1886585606660856,1.5017060868956038,1.289161637087502
2016-07-08,1.204421921395844,1.7150404486028445,1.3361457068091172
2016-07-11,1.2006658717832634,1.5877614091665093,1.3148801078650698
2016-07-12,1.19026782905365,1.5969870829166943,1.3069178510241977
2016-07-13,1.199707898900222,1.5748153052731866,1.3121513088412409
2016-07-14,1.199401852112398,1.7512069541792221,1.3383316495566657
2016-07-15,1.1969576330674927,1.809604272267231,1.3441284888027871
2016-07-18,1.1973422949100316,1.676031103344785,1.326624032444612
2016-07-19,1.192920259466257,1.7739097690997039,1.3365516933967418
2016-07-20,1.173023403289566,1.9174607160006956,1.3377403559762069
2016-07-21,1.180972705825179,1.9372323600996069,1.3476570154060226
2016-07-22,1.1849832763821877,2.2798119103106838,1.3943073132268125
2016-07-25,1.1715215572356252,2.120649005099197,1.3637971599179763
2016-07-26,1.1763804976501258,1.8328821127719912,1.3351239080693578
2016-07-27,1.183172403449467,1.9902302601337618,1.3620758558142168
2016-07-28,1.186498182641568,1.9605710161860561,1.3615616757421514
2016-07-29,1.2000496807478085,1.9616116398395953,1.3744435562142228
2016-08-01,1.2011873252647396,1.6303215404354319,1.3337294508159336
2016-08-02,1.2085643987505603,1.1355011653592566,1.2675818763376323
2016-08-03,1.2169156013697875,1.1300969224597193,1.273678353296908
2016-08-04,1.2157881875752854,1.1320145570369744,1.2730997812661677
2016-08-05,1.2116309667296086,1.1117922287677375,1.2654364835847134
2016-08-08,1.2100831151431573,1.1117922287677375,1.2641108815685775
2016-08-09,1.211570604740632,1.1163287318983026,1.2663135250513224
2016-08-10,1.212707484602986,1.1215631585874164,1.268356674442444
2016-08-11,1.214707951415034,1.1137987589985645,1.2684918188413195
2016-08-12,1.2182308993949609,1.1114432669884633,1.2710256695287707
2016-08-15,1.2234398577637442,1.1114432669884633,1.2754821237504173
2016-08-16,1.2129204236366944,1.1169204983573833,1.267620672361936
2016-08-17,1.2044728382211216,1.1171813188987605,1.2604345398819456
2016-08-18,1.2130823371754715,1.1224846699067623,1.268899347362671
2016-08-19,1.2237549214338248,1.1125734893344308,1.2760368305924588
2016-08-22,1.2184507357571266,1.1125734893344308,1.2715015795775684
2016-08-23,1.2265883243439102,1.1123993504254726,1.278429111619699
2016-08-24,1.2001414802389432,1.1000354878894347,1.2532684816199866
2016-08-25,1.2045774996419938,1.0990777238901643,1.2568706291697065
2016-08-26,1.203514434572412,1.0975104737095398,1.2556384665644418
2016-08-29,1.211611413080646,1.0975104737095398,1.26256554567241
2016-08-30,1.1935086869070406,1.0864745409968628,1.2448118245109734
2016-08-31,1.1851793967022513,1.084302113297517,1.2372401925358585
2016-09-01,1.1902922969298768,1.0888207629121565,1.2425450149294335
2016-09-02,1.1975885259349326,1.0998566956248335,1.2510574924683173
2016-09-06,1.2055185344855093,1.0998566956248335,1.2578504226326483
2016-09-07,1.2079146515640558,1.0960967939382906,1.259126530176766
2016-09-08,1.2064133422841938,1.0902860367863607,1.2566417575006408
2016-09-09,1.1762691690139842,1.0831080426575062,1.229405226524353
2016-09-12,1.1942193756015174,1.0831080426575062,1.2447893106007988
2016-09-13,1.1745834981935812,1.0757498554651097,1.2264838819807273
2016-09-14,1.174784999140286,1.0796000696936892,1.2274465607739733
2016-09-15,1.183126304666248,1.072669684082246,1.2331747342513437
2016-09-16,1.1833756490965213,1.0700173142803358,1.2328389812607403
2016-09-19,1.1856658629347696,1.0700173142803358,1.234795453168747
2016-09-20,1.1860036143059276,1.0710419079422704,1.2352967131414776
2016-09-21,1.2065673067363611,1.0866669612867725,1.2561036103664731
2016-09-22,1.2104544087218132,1.0892284454416088,1.2599548537135792
2016-09-23,1.197792478884262,1.0899115078828985,1.2492896993911073
2016-09-26,1.1920698132195322,1.0899115078828985,1.2443953631324378
2016-09-27,1.1947214770190413,1.0819646815220119,1.2450319930726614
2016-09-28,1.2058510438095518,1.0785466916893724,1.253834586853676
2016-09-29,1.1956287701217538,1.0772649455021326,1.2448505626151236
2016-09-30,1.202917205052951,1.0735906064320453,1.2503088519091463
2016-10-03,1.1987425219489718,1.0735906064320453,1.2467507454676936
2016-10-04,1.187893285184496,1.036325053144626,1.2297083770089878
2016-10-05,1.1854617940043255,1.0346973623113824,1.2272967129220453
2016-10-06,1.1848089152813248,1.0251025531891043,1.224693916559282
2016-10-07,1.174253436086142,1.0257878966978384,1.2158944289202833
2016-10-10,1.1820901324633442,1.0257878966978384,1.222548399896353
2016-10-11,1.148832386600932,1.0205804181942957,1.1932265155797537
2016-10-12,1.151782401737628,1.0222024196953992,1.196080355083395
2016-10-13,1.1479758237182855,1.0246781061970833,1.1933603359133016
2016-10-14,1.1549907734224265,1.0189584166931922,1.1981409792722664
2016-10-17,1.15472106637301,1.0189584166931922,1.1979115570101089
2016-10-18,1.1624504604017107,1.0252587946038954,1.2058199638284575
2016-10-19,1.1683085545361596,1.031133471304416,1.2120464892423986
2016-10-20,1.1554031430260627,1.0279832823490644,1.200401356902458
2016-10-21,1.1437798209189236,1.0287495445273933,1.1906600955527555
2016-10-24,1.1560563904419272,1.0131089389698813,1.1978810928592654
2016-10-25,1.1578597734613003,0.9572992916453131,1.1875354758803587
2016-10-26,1.1504984548790511,0.9634541153821511,1.1827188032186702
2016-10-27,1.1391672210018735,0.9681267176004138,1.1741994550071155
2016-10-28,1.1388414583748434,0.9734520529306523,1.1750867117105812
2016-10-31,1.1398408315615465,0.9789467754092622,1.1771261946084937
2016-11-01,1.1323549160569233,1.0348705969330116,1.182891070810856
2016-11-02,1.1183323130595355,1.0492881003646077,1.1738457077063704
2016-11-03,1.116306997319037,0.9449186169184356,1.1510859169514176
2016-11-04,1.1186734202629287,0.980535703512606,1.160896717346337
2016-11-07,1.1401544288068253,0.9874390894758096,1.1806471613407719
2016-11-08,1.1438909727119106,0.9989876753677507,1.1863054293735582
2016-11-09,1.155323879724332,1.0211624193785862,1.2007679109143803
2016-11-10,1.1404052886812333,1.0066182649898598,1.1849750770099006
2016-11-11,1.1439374109510303,1.0074634879337199,1.1881637101830065
2016-11-14,1.1386646626888774,0.9854468510213115,1.1789990942715531
2016-11-15,1.1575292744309564,0.9991678025492428,1.1979708876466797
2016-11-16,1.160371885059936,1.0606691029536588,1.2136561302600843
2016-11-17,1.1837612592218725,1.0547588256941303,1.23249883367683
2016-11-18,1.1892650990795093,1.0749879195471852,1.241452627479208
2016-11-21,1.2060151907179275,1.051502081704054,1.2509083447755143
2016-11-22,1.2044444510120336,1.0796753502374656,1.2556052786240994
2016-11-23,1.2130527057256244,1.0618017912125963,1.2592224001700243
2016-11-25,1.2159881147590663,1.0602975774463055,1.2613999485964773
2016-11-28,1.206663420580567,1.0450482377009447,1.250202653720685
2016-11-29,1.2125273214723251,1.043466342782292,1.2548439118239054
2016-11-30,1.2156539562780482,1.0646829409800398,1.2620898385984054
2016-12-01,1.2088215660321309,1.0864931034499807,1.26092700259519
2016-12-02,1.2168053412364226,1.1261414473722982,1.2760383716794745
2016-12-05,1.2194903305992133,1.089827281151405,1.2709406311486813
2016-12-06,1.226048120488438,1.0982140130853923,1.2783053779958293
2016-12-07,1.2376542194943996,1.1141829524218114,1.29157378872095
2016-12-08,1.2404792094399637,1.1205793603792464,1.295325862856429
2016-12-09,1.242561764320273,1.1249319601407686,1.2980147063279421
2016-12-12,1.235898744093639,1.142360890988476,1.2959270975425938
2016-12-13,1.2369492317736634,1.1429552056837762,1.2969516935444412
2016-12-14,1.230278175589675,1.1380237401226165,1.2902088099620117
2016-12-15,1.237466928591948,1.1351878406543137,1.2958120154682151
2016-12-16,1.233026861117967,1.1502121917915706,1.2950865399054687
2016-12-19,1.2322699869263134,1.1673085905511724,1.297899623631288
2016-12-20,1.2417315164012934,1.1879488423485456,1.3102021696307982
2016-12-21,1.2390387730316132,1.255091514685765,1.321201799245911
2016-12-22,1.242882014103006,1.3253376491951971,1.3378725623015668
2016-12-23,1.2458818631634885,1.4571241156669348,1.364466361267309
2016-12-27,1.247325420669871,1.476692756175148,1.3690611165860642
2016-12-28,1.2375178645938256,1.587686367441807,1.3787566757978884
2016-12-29,1.2352374282682517,1.5850161891697279,1.3762559144896385
2016-12-30,1.2327197184818477,1.5555382961265127,1.369348528165082
2017-01-03,1.2385064161140529,1.738507602598978,1.4036119351157281
2017-01-04,1.25015598079024,1.9962048027848611,1.4518881153084549
2017-01-05,1.2524162083383583,1.6110148623737892,1.4036121390594947
2017-01-06,1.249367711289669,1.3589696453398505,1.3612831650857615
2017-01-09,1.2456057526658049,1.3903217476637415,1.3635750150074544
2017-01-10,1.2527419901134311,1.4009603095707241,1.371859037831082
2017-01-11,1.2564627308195797,1.1245852320797491,1.3264860104559515
2017-01-12,1.2489817196403556,1.1286476104511385,1.320872214649596
2017-01-13,1.2545151768187923,1.1316200824302038,1.3262969917020662
2017-01-17,1.2451201918928938,1.1316200824302038,1.3181522970908455
2017-01-18,1.2549970047080572,1.1220474654187098,1.3247192309784197
2017-01-19,1.24772244572774,1.1210706677644755,1.3182151132127833
2017-01-20,1.2557759823058294,1.1238057011963312,1.3257709940957085
2017-01-23,1.2485078596353472,1.1238057011963312,1.3194789400907445
2017-01-24,1.2605421524411586,1.1187588148968053,1.328841396775673
2017-01-25,1.261480573893694,1.1095385418495947,1.327681294944968
2017-01-26,1.277846446450568,1.099250658239023,1.3395896747721934
2017-01-27,1.2749323836991675,1.1014829348715054,1.3375743465471637
2017-01-30,1.2641484073572062,1.1014829348715054,1.3282970047520795
2017-01-31,1.2569321769944388,1.1167531203334424,1.3253940486309093
2017-02-01,1.2863931731724627,1.1383713460794445,1.355486172137051
2017-02-02,1.2809780558204749,1.1709396214422874,1.357787648731849
2017-02-03,1.288639952836922,1.1847126379410235,1.3673218711838497
2017-02-06,1.2980099793459794,1.2023678412527614,1.3791422054992901
2017-02-07,1.2861485535138204,1.2404783678723872,1.3766763380967837
2017-02-08,1.279804700858963,1.2496237812442101,1.3729351457081789
2017-02-09,1.289837255296155,1.1313948960773017,1.3583792884924224
2017-02-10,1.2992104212704652,1.1595200447563143,1.372551907457969
2017-02-13,1.3060535411013483,1.1560503140505296,1.3777407347217026
2017-02-14,1.3033597175018288,1.1757218362405002,1.379630445454914
2017-02-15,1.2979840504794202,1.175493615258208,1.3749162416026939
2017-02-16,1.2862700786633114,1.2116117510402464,1.3723456689748317
2017-02-17,1.28540130756018,1.2383924180389025,1.3770456204961374
2017-02-21,1.2933241266882924,1.3460939743649627,1.4055623351595876
2017-02-22,1.2850304641647985,1.3483385611960763,1.398593214424246
2017-02-23,1.2679549805475072,1.4291280201754686,1.3984380292081307
2017-02-24,1.2653750352258146,1.4364160321035564,1.3973884367568485
2017-02-27,1.284141576249188,1.4557741395146018,1.4177722367748347
2017-02-28,1.276636617268044,1.4564772015440195,1.4111010120646996
2017-03-01,1.3122761032953107,1.599998998681079,1.4684325827254279
2017-03-02,1.3011458359388823,1.7545495758028264,1.4837512675251792
2017-03-03,1.3151996052273378,1.8023962163607943,1.5041758251749515
2017-03-06,1.3069880689404638,1.8252584962198413,1.4999091762170726
2017-03-07,1.296698109784992,1.7290965176631687,1.4760021053821468
2017-03-08,1.2960724341849428,1.4752159552166235,1.4364086692656826
2017-03-09,1.292596523306467,1.5972516542893933,1.4546383763180775
2017-03-10,1.296200987977163,1.701789572800529,1.4751012971782673
2017-03-13,1.303477071837322,2.622693283479408,1.6255732765071544
2017-03-14,1.2931161409976144,2.6377196449558507,1.6166543447792534
2017-03-15,1.3111495384369076,3.2700215804634687,1.7048981812963007
2017-03-16,1.312543390844522,4.203830456150586,1.7940195293315728
2017-03-17,1.3132675181856073,4.0126796618288045,1.7801475960445428
2017-03-20,1.3116996314768044,3.7641076801394533,1.7585555151412842
2017-03-21,1.2660003862142235,3.8468736818981175,1.7152762497984
2017-03-22,1.274425698378666,3.6847002104996065,1.7116207444752707
2017-03-23,1.2783085062181567,3.8169876621166137,1.7269579475405434
2017-03-24,1.2871537133703832,4.634683065375468,1.803349097275788
2017-03-27,1.2853009579234038,4.634683065375468,1.8012205595890898
2017-03-28,1.2973620752289572,4.615683695325823,1.813751464093895
2017-03-29,1.306748709000004,4.626928220457246,1.8253075032869488
2017-03-30,1.3187693673542222,4.59358238730889,1.836708118160919
2017-03-31,1.3167984715843448,4.6032759434566675,1.835154917214599
2017-04-03,1.3150212095805878,4.222619946045578,1.8058082660067634
2017-04-04,1.313212956856074,4.246903695572861,1.8056414014069226
