,StockV9j,Crypto
2015-11-25,0.9491272792230838,0.8397183125347158
2015-11-27,0.9453218676131878,0.9000445542587999
2015-11-30,0.9469975736574094,0.932376762253494
2015-12-01,0.9509353752081373,0.9012764849413202
2015-12-02,0.9408095053235727,0.8825635861080415
2015-12-03,0.9414860170472803,0.8863588203746542
2015-12-04,0.9586677434621876,0.8919044369679118
2015-12-07,0.9477535862347053,0.932270608720335
2015-12-08,0.9490381539009167,0.9665497293257331
2015-12-09,0.9433127384257215,0.9735057276464569
2015-12-10,0.9431800610871114,0.9866725224246456
2015-12-11,0.9401708849524186,1.0634380423812975
2015-12-14,0.9337057629558795,1.0824616160047613
2015-12-15,0.9335169488451832,1.1211422159763724
2015-12-16,0.9443603516866531,1.040175670898129
2015-12-17,0.9323823840061309,1.0959010402255267
2015-12-18,0.9378459451309983,1.09479371996107
2015-12-21,0.9459847632999343,1.0561030351553988
2015-12-22,0.9439231867019946,1.0447119863838092
2015-12-23,0.942443769455732,1.0505070237088934
2015-12-24,0.946098643853591,1.067716305760251
2015-12-28,0.942275919815018,1.0180084523451294
2015-12-29,0.9448966154750732,1.0299736303479228
2015-12-30,0.938903676847343,1.033688344617535
2015-12-31,0.935355239312121,1.057993377808186
2016-01-04,0.9393853006896458,1.0641996845503106
2016-01-05,0.9461983350883995,1.0580682311659009
2016-01-06,0.9521032956457194,1.0599074761044296
2016-01-07,0.9543802880279585,1.1017323073167562
2016-01-08,0.9459683224326415,1.1105018505064577
2016-01-11,0.9396023849876003,1.1337931480014256
2016-01-12,0.9443639335315227,1.173134375744773
2016-01-13,0.9343288653101347,1.1263268697045914
2016-01-14,0.9307282920736312,1.1266907708551022
2016-01-15,0.9318793075356641,1.0338267395501413
2016-01-19,0.9322891422917646,1.0529927753252915
2016-01-20,0.9416503311104701,1.2040712579759651
2016-01-21,0.9420601319783181,1.1952479464758181
2016-01-22,0.9502464265825954,1.1343220655305872
2016-01-25,0.9496697835463498,1.3747027888006622
2016-01-26,0.9624389402890836,1.3344086946125
2016-01-27,0.9573110024285035,1.3678524600662867
2016-01-28,0.9587137050938556,1.3527376758161425
2016-01-29,0.9731775497802901,1.3319536423908485
2016-02-01,0.9735756320915634,1.2291055580188577
2016-02-02,0.9785299634767306,1.3418454224075376
2016-02-03,0.9770073864288953,1.3661643713316123
2016-02-04,0.9797428147853036,1.4064861125501185
2016-02-05,0.9725491978055275,1.3981295463753096
2016-02-08,0.9690420783459535,1.612499981298305
2016-02-09,0.9606302654546209,1.8303117695429707
2016-02-10,0.9691218762461381,2.0409512796477394
2016-02-11,0.9884650516920992,2.7037659026792777
2016-02-12,0.9919528886905106,2.3842946089975707
2016-02-16,0.9858153893515369,2.1029447048598557
2016-02-17,0.9939146535885063,1.984502027125092
2016-02-18,1.0081476452250377,2.1705238785618843
2016-02-19,1.0113085628727134,2.19969273564909
2016-02-22,1.006773859081502,2.6255992465771993
2016-02-23,1.0130330480570615,2.6262312220005946
2016-02-24,1.0134790656269106,2.8024578624423575
2016-02-25,1.0273767743529607,2.709504535888105
2016-02-26,1.0119175750899012,2.7488592814494295
2016-02-29,1.0197930385992653,2.868129041280121
2016-03-01,1.0187549312338284,3.2559015588292706
2016-03-02,1.0310815727272358,3.5696796113649634
2016-03-03,1.0408408023424016,3.7417674326914825
2016-03-04,1.0408117536235335,3.8856791698703725
2016-03-07,1.0441180401240364,3.7754020156743198
2016-03-08,1.0392350503727148,3.873004989528377
2016-03-09,1.0446702904396343,4.333684229864168
2016-03-10,1.054852061281673,4.227789157109714
2016-03-11,1.0525528851275252,4.275086422538864
2016-03-14,1.0451095223980935,4.592904579360352
2016-03-15,1.0456959095200233,4.747381221863408
2016-03-16,1.0680141461900343,4.70689920913177
2016-03-17,1.0692940675878666,4.2606066473285065
2016-03-18,1.0625618616499024,4.125628195864016
2016-03-21,1.0593175367859569,4.462321240230197
2016-03-22,1.058689117776361,4.215364353246633
2016-03-23,1.0432326159420326,4.575779117308633
2016-03-24,1.0453426766380491,4.266083231614708
2016-03-28,1.0497279121811505,4.409872727506583
2016-03-29,1.0703979120922527,4.427266652349607
2016-03-30,1.066710466101574,4.458703806166123
2016-03-31,1.06409186712477,4.345669227051071
2016-04-01,1.0666161515345554,4.404259702151964
2016-04-04,1.058015359481639,4.275492821801044
2016-04-05,1.0584711399484832,4.092439713772785
2016-04-06,1.0644056117690668,4.200370672084791
2016-04-07,1.0637336174616243,4.0035464481542045
2016-04-08,1.0777237945811502,3.9020143964679583
2016-04-11,1.0894358828984054,3.6264551069455697
2016-04-12,1.0981117184841218,3.2885737162529636
2016-04-13,1.0830747730546901,3.435422046962393
2016-04-14,1.0754559736735931,3.5746915280215616
2016-04-15,1.0827332753670955,3.5097310718098673
2016-04-18,1.0854180148880186,3.716541495575805
2016-04-19,1.1012825770609926,3.691641149936888
2016-04-20,1.0753857255813561,3.639759567573978
2016-04-21,1.062372591050688,3.5436531522809167
2016-04-22,1.0645256473675155,3.436651465057958
2016-04-25,1.0688107342437863,3.35184527284667
2016-04-26,1.075086953079647,3.383249496358404
2016-04-27,1.0856883892509948,3.4271460695448464
2016-04-28,1.0906956438117337,3.2854137458807298
2016-04-29,1.104503595263104,3.3658571220809
2016-05-02,1.0967254502574633,4.1324836746207145
2016-05-03,1.0770391357995002,3.959131698852658
2016-05-04,1.0724051762784872,3.9650869358168017
2016-05-05,1.0939764100444749,4.077130554674748
2016-05-06,1.1075786621623809,3.9568769374587407
2016-05-09,1.061829147528403,3.974089679805074
2016-05-10,1.0847968260720247,3.966293823635924
2016-05-11,1.0977379418665663,4.146101000316042
2016-05-12,1.0885184547443874,4.189249225313237
2016-05-13,1.0964125392337003,4.3022902422986675
2016-05-16,1.119700091704238,4.46168517713349
2016-05-17,1.1160402775188982,4.802052127189295
2016-05-18,1.084388547997212,5.087539721427697
2016-05-19,1.102349242746218,5.370256088962378
2016-05-20,1.0988377968567526,5.171085521794949
2016-05-23,1.1049758194144412,5.102810758312541
2016-05-24,1.0903861964653137,4.890734124043719
2016-05-25,1.1043233907547974,4.878389544778601
2016-05-26,1.103892745934992,4.846237381824092
2016-05-27,1.0978648094434185,4.567244785056835
2016-05-31,1.1016390361083601,5.514315281344869
2016-06-01,1.1050555546105298,5.535264003966143
2016-06-02,1.102127006843525,5.5203287362829405
2016-06-03,1.1265530687648955,5.612615147981105
2016-06-06,1.1398953423812757,5.7130800441076
2016-06-07,1.151001697333366,5.818497358428329
2016-06-08,1.1530413263922104,5.841927884592655
2016-06-09,1.1557166330084163,5.838516914863742
2016-06-10,1.1381620192062087,5.701601900023529
2016-06-13,1.1361897295199301,7.086017498689127
2016-06-14,1.1401277942734456,7.365709796238985
2016-06-15,1.14812882241496,7.273578964566556
2016-06-16,1.1357253871010595,8.138790121736342
2016-06-17,1.1547069211223053,6.667962618716179
2016-06-20,1.1602995563764542,5.4992264105779975
2016-06-21,1.1631353002091167,5.681853611998605
2016-06-22,1.1648702739514134,5.64211087237003
2016-06-23,1.173208477454925,5.8395191301568214
2016-06-24,1.1633284936011208,6.142917359181658
2016-06-27,1.1389827807773756,6.04523760466823
2016-06-28,1.1583645956234703,5.4762372559101795
2016-06-29,1.1797106157404862,5.647422513320146
2016-06-30,1.1893339786143977,5.625001337938145
2016-07-01,1.2068681639087655,5.621850872540286
2016-07-05,1.2078591465983697,5.312795059183613
2016-07-06,1.2182362411505334,5.372547001697529
2016-07-07,1.2016969711785779,5.095703467730673
2016-07-08,1.2196250627200296,5.437011564584291
2016-07-11,1.214875054091099,5.240803444393776
2016-07-12,1.2051726873878854,5.370152054429474
2016-07-13,1.2144127977632777,5.302115274311458
2016-07-14,1.2154353674640361,5.449341139057209
2016-07-15,1.213258203651752,5.536386094838182
2016-07-18,1.2134111608959528,5.453608552392857
2016-07-19,1.2081417694126975,5.546706787961358
2016-07-20,1.1847300522289947,5.638145627276274
2016-07-21,1.191083861340208,5.655638546224745
2016-07-22,1.197406709976135,5.864646347860707
2016-07-25,1.1810738153364744,5.766524628484341
2016-07-26,1.1868177834636116,5.548875453323603
2016-07-27,1.19285230735169,5.6834942700283175
2016-07-28,1.1975833778973284,5.657484287574203
2016-07-29,1.2133440435210925,5.665354757819708
2016-08-01,1.214433417827691,5.130654956668387
2016-08-02,1.221588714398715,4.19501529035317
2016-08-03,1.2293160573300435,4.81964996217206
2016-08-04,1.2282481329897659,4.9875219010565575
2016-08-05,1.2240643918879488,4.956713974905233
2016-08-08,1.2226599402429041,5.077042687149653
2016-08-09,1.2240984518772382,5.178442046552926
2016-08-10,1.2252596942930307,5.213684651715541
2016-08-11,1.22708979405822,5.125421811871936
2016-08-12,1.2302981311997356,5.134314075303366
2016-08-15,1.235256164898264,4.9361960460597905
2016-08-16,1.225494078155068,5.01160457435551
2016-08-17,1.2174917843347797,4.910299512746946
2016-08-18,1.225646482587891,4.916605327720335
2016-08-19,1.2355419324994048,4.915410779486405
2016-08-22,1.2304619994480044,5.042290268115863
2016-08-23,1.2380471232556616,5.010599586885249
2016-08-24,1.2127887966386504,4.987159089126327
2016-08-25,1.2170228487142907,5.023123376463684
2016-08-26,1.2160708441980246,5.019752237877324
2016-08-29,1.2236723207293358,4.947118838120344
2016-08-30,1.20630493693553,5.0009933135915015
2016-08-31,1.1983921557148611,5.025638317225234
2016-09-01,1.2044948233191657,5.100206211370074
2016-09-02,1.211423237310794,5.1045129731360674
2016-09-06,1.2190679705832206,5.274659904386709
2016-09-07,1.222317443140146,5.276537074259383
2016-09-08,1.2210347520821994,5.323669648435659
2016-09-09,1.1916647999840906,5.355585550374516
2016-09-12,1.2091834979714629,5.2875681964514065
2016-09-13,1.1892514193280987,5.295405913376869
2016-09-14,1.1892568251032236,5.307733828977793
2016-09-15,1.1970728626950526,5.297687092590234
2016-09-16,1.1971857800662344,5.382050017145517
2016-09-19,1.199624792300775,5.435854865767539
2016-09-20,1.199881543507465,5.657807072976341
2016-09-21,1.2209433150904345,5.463970475550007
2016-09-22,1.2242653754872497,5.381291414031508
2016-09-23,1.2102145529339554,5.458180505906825
2016-09-26,1.2047565999349954,5.423515531130959
2016-09-27,1.2079633609298939,5.442063400642796
2016-09-28,1.220640388380744,5.463221778027027
2016-09-29,1.2112120972125016,5.447391540376034
2016-09-30,1.2191722045682098,5.477769861338502
2016-10-03,1.2151000694332785,5.541280173428203
2016-10-04,1.2049591025777453,5.496613225652769
2016-10-05,1.202046641757248,5.437919688538899
2016-10-06,1.2016121872740944,5.37167769631337
2016-10-07,1.1895883789961617,5.32951251550677
2016-10-10,1.197915869509863,5.056219707755147
2016-10-11,1.161839297690686,5.116145527332566
2016-10-12,1.1645453986224243,5.111552933858065
2016-10-13,1.159334356378837,5.186612736045403
2016-10-14,1.1682120381591405,5.156046344521283
2016-10-17,1.1679378908307383,5.1789764645373815
2016-10-18,1.175363578018981,5.331385892250606
2016-10-19,1.1825839850374205,5.160326555805196
2016-10-20,1.167480124860335,5.179661168155306
2016-10-21,1.1545664719157132,5.19089710718914
2016-10-24,1.1684280429039542,5.198251267176435
2016-10-25,1.1699814546424074,5.031718130172372
2016-10-26,1.16188814004367,5.1237442541919735
2016-10-27,1.1492304712919899,5.119296333000539
2016-10-28,1.1495906000576808,5.018433679279427
2016-10-31,1.1496885123996397,4.991805301902927
2016-11-01,1.1427959933239367,5.104197528569612
2016-11-02,1.1290421242312105,5.147353247642593
2016-11-03,1.1275084249428207,4.914132585725936
2016-11-04,1.130245368175672,5.037225528883877
2016-11-07,1.1500098605830376,5.022671489118297
2016-11-08,1.1532062292680207,5.044555162305188
2016-11-09,1.1659087872146885,5.06615267951031
2016-11-10,1.1521536871671816,5.015338802005241
2016-11-11,1.1568326702336569,4.9844087496368745
2016-11-14,1.1515175703152056,4.891465244663977
2016-11-15,1.1701768417543519,4.955532053535363
2016-11-16,1.173697178046091,5.067329489776174
2016-11-17,1.198204878537983,5.045040490220681
2016-11-18,1.2048498450109302,5.026307386215286
2016-11-21,1.2214665257260031,4.9803240935707285
2016-11-22,1.2200775519840077,5.086356072720708
2016-11-23,1.2297314376381403,5.037757296628019
2016-11-25,1.2314839043918868,4.97425382347256
2016-11-28,1.2209490677289838,4.8248973373790385
2016-11-29,1.2265250326972716,4.741259810638455
2016-11-30,1.2327130728098399,4.857540712299833
2016-12-01,1.22606786989933,4.878530510604227
2016-12-02,1.233241985323831,4.824618101299112
2016-12-05,1.2360915797443102,4.570266320638638
2016-12-06,1.243068542725639,4.7752282508444805
2016-12-07,1.2543947198795475,4.946935244123742
2016-12-08,1.257514877245214,4.951301792092887
2016-12-09,1.257834960192031,4.999648544773047
2016-12-12,1.2498274213433047,5.023618472138412
2016-12-13,1.2497879261177618,5.015920460008389
2016-12-14,1.2454352095694123,4.975367056217339
2016-12-15,1.252460942594911,4.884340960713155
2016-12-16,1.246453944120233,4.931503045142447
2016-12-19,1.2453352215112976,4.92043661058379
2016-12-20,1.2555069313090135,4.957158440487675
2016-12-21,1.2529275998531657,5.142769901925828
2016-12-22,1.2567777753574587,5.232003977497194
2016-12-23,1.2595040093652845,5.376173765819546
2016-12-27,1.2611089688374915,5.409249634279751
2016-12-28,1.2516646604494044,5.694310304957181
2016-12-29,1.2476824028047155,5.834267534579252
2016-12-30,1.2455542837891604,5.772972505299878
2017-01-03,1.2516660097976495,6.389385386577983
2017-01-04,1.2625854918046402,7.089202357876099
2017-01-05,1.264369131894746,6.3179075715032065
2017-01-06,1.261901092595333,5.832476880524163
2017-01-09,1.2579207703286035,5.917815752999648
2017-01-10,1.2648537751222442,5.999866212356088
2017-01-11,1.2681400266706977,5.324666402387543
2017-01-12,1.2608838993165228,5.4385355561551405
2017-01-13,1.266356916421171,5.502720223640644
2017-01-17,1.2571192344596602,5.91293784683963
2017-01-18,1.266926701553541,5.794567739989563
2017-01-19,1.2602231204813537,5.943331148804508
2017-01-20,1.2675537864439343,5.961703652103409
2017-01-23,1.260208215182792,6.125508701123459
2017-01-24,1.271886938310012,5.950538418442809
2017-01-25,1.2728908411390012,5.9536143890714195
2017-01-26,1.2883147583356493,6.075955243607717
2017-01-27,1.285332207919667,6.063375030205551
2017-01-30,1.2751376138267876,6.094988972080387
2017-01-31,1.2681903581425635,6.31789425621399
2017-02-01,1.299983568761302,6.395489663820682
2017-02-02,1.2931266995573754,6.506185630020305
2017-02-03,1.3006474481316497,6.578019988364519
2017-02-06,1.3111483345025652,6.697655575049808
2017-02-07,1.2977529968522226,6.8346142780256
2017-02-08,1.2903389438457136,6.8509007418879335
2017-02-09,1.3010596907531327,6.421985522166953
2017-02-10,1.3105963045172007,6.578068682170142
2017-02-13,1.3172933615996516,6.576384552229425
2017-02-14,1.314301702752254,6.915291786268804
2017-02-15,1.307543266404647,6.909784176567089
2017-02-16,1.294487884449964,7.020481670425715
2017-02-17,1.2932318481079017,7.0663198562117975
2017-02-21,1.30039700425567,7.402808631832318
2017-02-22,1.2914047577705996,7.3955177526837215
2017-02-23,1.2721162808337858,7.7101596091062605
2017-02-24,1.2681311962843635,7.727729028811052
2017-02-27,1.2883311303465692,8.215947004576872
2017-02-28,1.2798322808237523,8.300499226182962
2017-03-01,1.3156019230392912,8.894842344014641
2017-03-02,1.3044434472419435,9.509263551170072
2017-03-03,1.3185328342660718,9.71205003778395
2017-03-06,1.3103004867418044,9.791997991616334
2017-03-07,1.2999844488143135,9.398516606132796
2017-03-08,1.2993571875081322,8.377903005573154
2017-03-09,1.2958724673150626,8.889952634812634
2017-03-10,1.2994860671058284,9.212194385875208
2017-03-13,1.3067805914018837,12.666416974024079
2017-03-14,1.2963934019202135,12.722122929777536
2017-03-15,1.3144725030259103,14.810265173735157
2017-03-16,1.3158698879994577,17.568881798859262
2017-03-17,1.3165958505618063,16.83590805822086
2017-03-20,1.3150239902162364,16.199899331972507
2017-03-21,1.26920892523264,16.584886419964967
2017-03-22,1.2776555904259728,15.96760866603639
2017-03-23,1.2815482388157424,16.339140691831368
2017-03-24,1.2904158631746165,18.532570936151494
2017-03-27,1.2885584121223215,18.1491225009627
2017-03-28,1.300650097005817,18.453529352405624
2017-03-29,1.3100605201698483,19.165092560714974
2017-03-30,1.3221116435632376,18.849838112689735
2017-03-31,1.3201357527743636,18.56593677328552
2017-04-03,1.3187103890876386,17.414173858878772
2017-04-04,1.3163220066300598,17.470683222715266
2017-04-05,1.305876818606644,17.545425990415378
2017-04-06,1.3059285627136443,17.362685928536965
2017-04-07,1.3079641110931528,17.11187657897511
2017-04-10,1.3052081758570497,17.58666445384928
2017-04-11,1.3015391116246307,17.648006674172517
2017-04-12,1.2910453241789128,18.35802178012061
2017-04-13,1.2807571533785869,19.187697775153424
2017-04-17,1.2975888593658598,18.729217955406117
2017-04-18,1.2959338577921324,19.316607921173038
2017-04-19,1.291282194323019,18.81821313496079
2017-04-20,1.3058827508609505,19.331731094255897
2017-04-21,1.3009224719391965,19.087006942014433
2017-04-24,1.3106873859649382,19.542564931273485
2017-04-25,1.3294953575394663,19.65941711306244
2017-04-26,1.3264313808685495,20.63994874404442
2017-04-27,1.3326062076299243,23.53641514858935
2017-04-28,1.3378552261095678,25.94047162389072
2017-05-01,1.3461458865407332,27.726196639104543
2017-05-02,1.3453509797732786,27.83305779959766
2017-05-03,1.32454380013771,28.848746187344005
2017-05-04,1.3388295742174345,32.59350127993914
2017-05-05,1.3555304061375208,31.628236410266332
2017-05-08,1.3418278758347952,32.02910073862973
2017-05-09,1.349192941835644,31.68203394200758
2017-05-10,1.358225831506969,32.389954173710294
2017-05-11,1.3572915046795073,32.856888646808585
2017-05-12,1.353774030414721,31.34147992234303
2017-05-15,1.35963203861621,32.79915452972744
2017-05-16,1.365268394644277,32.276144530248324
2017-05-17,1.3163950355821676,32.46805169921249
2017-05-18,1.3348650933445128,35.22451598685356
2017-05-19,1.3396072651782023,43.0088844405299
2017-05-22,1.3525275337779703,52.793170516151484
2017-05-23,1.364227400152428,55.996832405772274
2017-05-24,1.381307361160673,62.714879825036945
2017-05-25,1.4016652310878095,58.0820003969949
2017-05-26,1.4020414707268236,54.28677863709978
2017-05-30,1.4032343031202175,69.25159182057567
2017-05-31,1.4114900814245022,70.31410545356756
2017-06-01,1.4223461540817333,69.60591542117527
2017-06-02,1.4332728313496275,70.59372526912797
2017-06-05,1.435039833550735,78.11985063394047
2017-06-06,1.4448439846692827,83.19822186586018
2017-06-07,1.456050452886904,79.77081185460023
2017-06-08,1.4657320563529193,81.51927323592369
2017-06-09,1.4051307769678616,85.96329965546312
2017-06-12,1.404255430993143,109.45644986658847
2017-06-13,1.4183600521938815,108.87580985590105
2017-06-14,1.4175360282148575,97.22768149406605
2017-06-15,1.4136845331935584,97.10064411214243
2017-06-16,1.40357537801855,99.65021401286373
2017-06-19,1.4300012011430778,101.84557363815581
2017-06-20,1.4202980203948528,101.92516116907063
2017-06-21,1.450063678048969,95.93764841734463
2017-06-22,1.4561059096435773,95.52980659184664
2017-06-23,1.455001283833047,96.62359376721503
2017-06-26,1.4530576227410619,78.65533183941325
2017-06-27,1.4115364684395382,87.02882030968951
2017-06-28,1.4407552510477495,93.29557816722047
2017-06-29,1.4043999656306023,88.33807477220658
2017-06-30,1.400958376348533,84.95271130017882
2017-07-03,1.3846585769152164,84.99180878243602
2017-07-05,1.3914108414791526,83.30017763783371
2017-07-06,1.3684566175229156,83.1443507588968
2017-07-07,1.3855487571666365,76.72742580916012
2017-07-10,1.3948788866614799,67.32995229049709
2017-07-11,1.4102713604067239,63.67596249455975
2017-07-12,1.435633026928634,72.18326325189805
2017-07-13,1.4364610026044797,67.5925501565358
2017-07-14,1.4416757212629467,64.5866197746323
2017-07-17,1.441821121288595,62.93554024675214
2017-07-18,1.456490225576676,72.27796058539923
2017-07-19,1.463644227164727,64.64515908525797
2017-07-20,1.4713600202915766,77.03207719028612
2017-07-21,1.4664782763859383,73.10999728590014
2017-07-24,1.4766806713891507,75.99890501276846
2017-07-25,1.4766949578732969,69.34220335658196
2017-07-26,1.4863644036789398,68.98468133986498
2017-07-27,1.4674943735351769,70.06943652644284
2017-07-28,1.4946361033586522,68.1337052772053
2017-07-31,1.4737397294479828,71.21519695614246
2017-08-01,1.4824813040902998,76.28907874248581
2017-08-02,1.4755064562628,74.22944749705704
2017-08-03,1.484324666214986,76.45536154194662
2017-08-04,1.4844532005059856,76.1105500220367
2017-08-07,1.502825246191862,92.17866189208452
2017-08-08,1.5002309885759826,98.75311682244609
2017-08-09,1.4973499238386772,97.77015367397861
2017-08-10,1.4653908405218505,99.13885345930754
2017-08-11,1.479378933339187,103.69296931080889
2017-08-14,1.4956303132273336,107.04259897767211
2017-08-15,1.4958880690455916,102.64291434276149
2017-08-16,1.508431095129799,108.03961749166827
2017-08-17,1.4838305428348668,106.96720911365078
2017-08-18,1.4867899924445207,103.75071712607306
2017-08-21,1.4817757715666484,110.24511961505172
2017-08-22,1.5078739481151686,108.91044216597027
2017-08-23,1.5029822382530176,110.30143023718256
2017-08-24,1.506671488262052,113.63476686915449
2017-08-25,1.5048369269966144,115.16728574939876
2017-08-28,1.5009802219225166,119.67111621538407
2017-08-29,1.5039455348107345,127.31297259778219
2017-08-30,1.5153639686548142,129.94908213050783
2017-08-31,1.5215875812681763,132.30207948988007
2017-09-01,1.5103287301960429,136.10672609794466
2017-09-05,1.5042670492870975,118.51551961139329
2017-09-06,1.4973922153024584,124.80605486270012
2017-09-07,1.5161886643439897,124.7333517395572
2017-09-08,1.5171731965131239,115.71367256802534
2017-09-11,1.5309439598287762,112.68882991748411
2017-09-12,1.5240331925163084,111.14896268066202
2017-09-13,1.5180495676167223,103.6790323863304
2017-09-14,1.5229827465825645,85.97519772228216
2017-09-15,1.5228692223235225,98.92063514660903
2017-09-18,1.5388275439233114,110.46734650116359
2017-09-19,1.5552713194574443,105.22196990313812
2017-09-20,1.5534565883613025,104.79816764984542
2017-09-21,1.5520478088572696,96.93326700851678
2017-09-22,1.5542491830424088,97.20812973300686
2017-09-25,1.5231743817381667,107.02555384008988
2017-09-26,1.5286757392716448,105.58060218234354
2017-09-27,1.5506008829573534,113.9872654593677
2017-09-28,1.5573142318709579,112.87945052215574
2017-09-29,1.5713674800772002,111.30921572072612
2017-10-02,1.5677178754411736,116.05922248315416
2017-10-03,1.580957447502184,113.86422200807807
2017-10-04,1.5864583041770477,112.08426158786068
2017-10-05,1.5942716213155765,114.37735385018158
2017-10-06,1.601108643805104,116.86468444982665
2017-10-09,1.6027733368521042,123.15911734301571
2017-10-10,1.6073089378369612,123.09201721892735
2017-10-11,1.613109586473042,124.73695134934529
2017-10-12,1.6164400347108687,135.7527884541496
2017-10-13,1.6237109539777512,143.89582290700145
2017-10-16,1.6327615757836256,145.74376006487353
2017-10-17,1.6070176047804883,140.52975015649412
2017-10-18,1.6207297107039447,139.78329369899114
2017-10-19,1.6084777867192477,141.1187510491822
2017-10-20,1.61145229713736,145.62674637308498
2017-10-23,1.600059680206819,141.53715708320271
2017-10-24,1.5967625167571806,136.65470962361687
2017-10-25,1.585662682944211,140.46718625559
2017-10-26,1.583104154706533,142.9861214330992
2017-10-27,1.6219874603166484,141.013270330514
2017-10-30,1.6319099446851972,148.66318651311047
2017-10-31,1.6676488572583217,153.75955221597812
2017-11-01,1.6676504677494415,156.37990016992146
2017-11-02,1.6623218887113698,160.3137238201619
2017-11-03,1.66975098578315,165.6542356132473
2017-11-06,1.6765541627544862,161.27187866416855
2017-11-07,1.67830152811578,162.78827400011144
2017-11-08,1.7449268874591917,170.86427954348045
2017-11-09,1.7166649735735988,167.8600592907493
2017-11-10,1.7388658692413723,154.976469047551
2017-11-13,1.7506516576737219,157.0385807843853
2017-11-14,1.7618688573833634,161.30901500346766
2017-11-15,1.7394613101570962,172.54452695979217
2017-11-16,1.7530351738765741,181.86720626165615
2017-11-17,1.7485129547707814,179.60650777577266
2017-11-20,1.7596995977846355,194.34693504281609
2017-11-21,1.7906844428543012,190.81891296963488
2017-11-22,1.7848127117362111,196.2647555230548
2017-11-24,1.8003437677744618,209.55265173119074
