Date,Open,High,Low,Close,Volume
2014-06-02,17.1037,17.1954,16.9771,17.0737,769521.23454313
2014-06-03,16.995,17.1674,16.9134,17.02,1055912.5252957
2014-06-04,16.9682,17.1295,16.8855,17.0837,1021850.9280865
2014-06-05,17.0737,17.5519,16.9682,17.534,1744976.1872282
2014-06-06,17.5708,17.7551,17.5519,17.7392,1282608.6783551
2014-06-09,17.7392,17.9891,17.7013,17.9264,1489925.8226038
2014-06-10,17.9084,18.0938,17.8786,18.0848,1295785.3602511
2014-06-11,17.9891,18.1216,17.9534,18.0071,1210440.6190712
2014-06-12,17.9891,18.1405,17.8687,17.9344,1493214.722405
2014-06-13,18.0171,18.1216,17.9623,18.0231,1438986.0253157
2014-06-16,18.0071,18.1216,17.9084,17.9971,1838169.7130984
2014-06-17,17.9971,18.2989,17.9344,18.1884,2121194.8008493
2014-06-18,18.1884,18.3696,18.0469,18.3079,3643122.1405668
2014-06-19,18.4762,18.8418,18.3607,18.789,5009277.5077377
2014-06-20,18.798,18.8248,18.5131,18.6536,5433674.0861215
2014-06-23,18.6894,18.9435,18.6346,18.8807,1982023.9415851
2014-06-24,18.9435,19.3906,18.8328,18.8995,3361629.0616978
2014-06-25,18.8159,19.0599,18.7233,18.9982,1880119.2485672
2014-06-26,19.0162,19.0699,18.798,18.9892,1503646.638716
2014-06-27,18.9275,19.1247,18.9185,19.043,3121677.9196043
2014-06-30,19.0242,19.1346,18.9812,19.033,2516551.4782406
2014-07-01,19.1147,19.2183,19.043,19.0789,3243152.3695898
2014-07-02,19.0162,19.2083,18.9812,19.1147,1905052.0405588
2014-07-03,19.1536,19.2712,19.0879,19.1715,1738871.2422674
2014-07-07,19.1346,19.2712,19.0242,19.2083,2139903.1792974
2014-07-08,19.1815,19.2422,18.8518,18.8995,2771785.5634583
2014-07-09,18.9892,19.1247,18.8896,18.9095,2009123.2310647
2014-07-10,18.6626,18.9713,18.6346,18.7791,2596519.129269
2014-07-11,18.8159,18.9095,18.6436,18.8707,2439113.7501361
2014-07-14,18.9982,19.1247,18.7601,18.7791,1791563.9147243
2014-07-15,18.8159,18.9892,18.7601,18.8328,1996040.9193096
2014-07-16,18.9365,18.9713,18.7143,18.7413,1485703.260771
2014-07-17,18.6894,18.8248,18.5699,18.6166,2131940.9496505
2014-07-18,18.6626,18.9892,18.5898,18.9435,1755466.3319239
2014-07-21,18.8707,19.2183,18.8418,19.0789,2269035.6658165
2014-07-22,19.2422,19.3986,19.2253,19.2323,2058205.7436665
2014-07-23,19.2323,19.2522,19.033,19.1247,2169571.5452702
2014-07-24,19.1147,19.2083,18.8995,18.9365,2145824.4036649
2014-07-25,18.9095,19.0789,18.7791,18.9185,1234409.6309013
2014-07-28,18.8807,18.9095,18.6626,18.798,1474199.1390303
2014-07-29,18.8518,18.9812,18.6536,18.6536,1224559.9984378
2014-07-30,18.789,18.8608,18.6725,18.7791,1644731.0031758
2014-07-31,18.6067,18.6894,18.1705,18.1805,1709980.9279875
2014-08-01,18.0469,18.3179,18.038,18.2621,1804361.1081817
2014-08-04,18.3079,18.4484,18.2062,18.4155,1243028.4357834
2014-08-05,18.2909,18.4245,18.1505,18.2332,1441757.8972178
2014-08-06,18.1405,18.4055,18.1216,18.2621,1361581.4271543
2014-08-07,18.3607,18.3886,17.8228,17.8597,1819465.3504009
2014-08-08,17.8507,18.1705,17.8228,18.1405,1612032.7533202
2014-08-11,18.2332,18.6067,18.1884,18.5052,1565946.9946582
2014-08-12,18.4852,18.5799,18.2062,18.3179,1257253.2286052
2014-08-13,18.3786,18.5709,18.3518,18.5529,1156370.5441336
2014-08-14,18.5629,18.7711,18.534,18.6176,1174644.2175714
2014-08-15,18.7521,18.9115,18.5629,18.791,1440913.5856387
2014-08-18,18.9742,19.2024,18.9115,19.1944,1289308.9583531
2014-08-19,19.1755,19.3209,19.1576,19.3209,1091093.5130049
2014-08-20,19.2562,19.567,19.1944,19.5122,1287972.7173166
2014-08-21,19.5211,19.6517,19.4733,19.6517,1179163.944954
2014-08-22,19.567,19.6247,19.4216,19.577,1116230.1043431
2014-08-25,19.6427,19.8777,19.5023,19.8319,1203628.9019921
2014-08-26,19.8249,19.8249,19.557,19.6785,1695191.9221962
2014-08-27,19.6875,19.7423,19.3946,19.6067,1246485.9971129
2014-08-28,19.5211,19.6427,19.3946,19.6067,961614.6679902
2014-08-29,19.6427,19.7423,19.4923,19.7323,830050.64443856
2014-09-02,19.7801,19.807,19.4553,19.7154,1537072.7433812
2014-09-03,19.7891,19.8777,19.6157,19.6785,2008511.8330248
2014-09-04,19.7154,19.9326,19.6067,19.6427,1344092.8329729
2014-09-05,19.6247,19.6616,19.4286,19.557,1832063.7642
2014-09-08,19.529,19.7154,19.4823,19.577,1510668.1787679
2014-09-09,19.5122,19.7064,19.3677,19.3946,1655511.2858578
2014-09-10,19.3677,19.7423,19.3677,19.6875,1414693.7455565
2014-09-11,19.6327,19.9973,19.6067,19.9973,1665225.386736
2014-09-12,19.9326,19.9773,19.5968,19.6616,1909446.2757327
2014-09-15,19.6875,19.7154,19.4553,19.6157,1555511.0625966
2014-09-16,19.5023,19.7801,19.4286,19.7064,1530018.0733862
2014-09-17,19.7423,19.9494,19.6517,19.7891,1510602.9228194
2014-09-18,19.8249,19.8877,19.7323,19.7512,1419835.9142934
2014-09-19,19.9066,19.9326,19.4733,19.5122,3890900.9846599
2014-09-22,19.4136,19.4823,19.2024,19.2362,2047105.2048685
2014-09-23,19.284,19.3946,19.036,19.0819,2107241.0711979
2014-09-24,19.1476,19.1944,18.8627,19.0629,4412927.4894701
2014-09-25,19.4923,19.5211,18.5709,18.6446,8048837.341828
2014-09-26,18.7083,18.8538,18.5062,18.8348,3383341.2216495
2014-09-29,18.6266,18.7521,18.4414,18.6646,2757074.864805
2014-09-30,18.6646,18.7163,18.3358,18.4414,2993606.5952005
2014-10-01,18.3358,18.4494,18.0231,18.0748,3727665.7394872
2014-10-02,18.0371,18.2532,17.7631,18.1495,3078082.9302972
2014-10-03,18.2432,18.3965,18.2332,18.2711,2490887.8196265
2014-10-06,18.3786,18.534,18.1018,18.2432,2256743.4530063
2014-10-07,18.1206,18.3179,17.8208,17.8208,2678276.8011602
2014-10-08,17.8577,18.1295,17.4423,18.1206,2639963.5279259
2014-10-09,18.0459,18.1295,17.6824,17.7282,2756051.8523211
2014-10-10,17.6395,17.6983,16.6345,16.6434,4464121.2829883
2014-10-13,16.6345,16.8517,16.4851,16.6883,6392104.2638279
2014-10-14,16.7959,17.2819,16.7959,17.1724,4352200.303854
2014-10-15,16.9721,17.3795,16.5618,16.9174,6437372.817228
2014-10-16,16.5976,16.998,16.5518,16.9084,5900392.6608489
2014-10-17,17.0787,17.3457,16.8148,16.9084,2498840.0098969
2014-10-20,16.8616,17.1914,16.8058,17.024,2973597.1135342
2014-10-21,17.2092,17.5678,17.1344,17.541,2022187.471942
2014-10-22,17.531,17.5957,17.2181,17.2461,2950942.2561119
2014-10-23,17.4523,17.7929,17.3795,17.6585,2122717.774292
2014-10-24,17.6824,17.7929,17.4622,17.7631,1666412.04106
2014-10-27,17.6824,17.7082,17.5011,17.6207,1897398.0197758
2014-10-28,17.7282,18.4155,17.6585,18.3886,3112320.2165982
2014-10-29,18.3965,18.6356,18.1595,18.3358,3068656.9595297
2014-10-30,18.2432,18.6546,18.2432,18.6266,2695017.4617785
2014-10-31,18.8348,19.1845,18.781,19.1576,3328462.9768888
2014-11-03,19.1098,19.5869,19.0819,19.4643,3000666.2848838
2014-11-04,19.4036,19.5122,19.0271,19.0629,40114014.143197
2014-11-05,18.9643,19.4923,18.9305,19.2752,4185846.8282836
2014-11-06,19.293,19.557,19.2024,19.284,3802316.5366246
2014-11-07,19.3389,19.4733,19.1944,19.3209,2785217.245522
2014-11-10,19.3389,19.567,19.1845,19.2283,2624449.6791381
2014-11-11,19.1755,19.4036,19.1576,19.302,1829001.7543119
2014-11-12,19.2213,19.6626,19.1276,19.5978,2713573.2417012
2014-11-13,19.2283,19.3866,18.7701,18.8328,3545940.9742782
2014-11-14,18.808,19.0988,18.6516,19.0082,1792417.2617423
2014-11-17,18.9912,19.2462,18.8418,19.1088,2541537.4789285
2014-11-18,19.1276,19.4833,19.1276,19.3289,2020731.762323
2014-11-19,19.2752,19.2752,18.8518,18.8807,1953894.6120578
2014-11-20,18.798,19.0261,18.7501,18.8418,1411004.2746256
2014-11-21,19.0709,19.2283,18.9005,18.9285,2161755.8905227
